finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch, Codex-Arch, Cursor-Innovation, Codex-Innovation, Cursor-Pragmatic, Codex-Pragmatic, Codex-Requirements, Cursor-dyn-contract-tracer, Codex-dyn-contract-tracer, Cursor-dyn-dual-entrypoint-adapter, Codex-dyn-dual-entrypoint-adapter	accepted	YES	true	blocker	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_2	Codex-Arch, Codex-Pragmatic, Codex-Requirements, Cursor-dyn-contract-tracer, Codex-dyn-contract-tracer	accepted	YES	true	major	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_3	Codex-Arch, Codex-Pragmatic, Cursor-Requirements, Codex-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_4	Codex-Arch, Codex-Pragmatic, Codex-Requirements	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_5	Codex-Pragmatic, Codex-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_6	Codex-Requirements	accepted	YES	true	minor	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	minor	excellent	false	Cursor	important
FINDING_7	Cursor-dyn-contract-tracer	accepted	NO	partially-true	minor	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_8	Cursor-dyn-contract-tracer	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_9	Cursor-dyn-contract-tracer	accepted	NO	partially-true	minor	good	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_10	Codex-dyn-contract-tracer	accepted	YES	true	major	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_11	Codex-dyn-contract-tracer	accepted	NO	partially-true	minor	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_12	Codex-dyn-contract-tracer	accepted	YES	true	major	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_13	Codex-Arch	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_14	Codex-Pragmatic	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
OOS_1	Cursor-dyn-contract-tracer	rejected	NO	partially-true	nit	adequate	false	Claude	NO	true	nit	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	latent
OOS_2	Cursor-dyn-contract-tracer	rejected	NO	true	nit	weak	false	Claude	NO	true	nit	weak	false	Codex	NO	true	nit	adequate	false	Cursor	latent
