finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Cursor-Arch, Codex-Innovation, Cursor-Innovation, Cursor-Pragmatic, Codex-Pragmatic	accepted	YES	true	blocker	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking	in_scope
FINDING_2	Cursor-Arch, Cursor-Pragmatic	neutral	NO	partially-true	nit	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important	oos
FINDING_3	Cursor-Arch, Codex-Innovation, Cursor-Pragmatic, Cursor-Requirements	accepted	YES	partially-true	major	good	true	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_4	Cursor-Arch, Codex-Innovation, Codex-Requirements	neutral	NO	false-positive	uncertain	uncertain	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important	oos
FINDING_5	Codex-Arch, Cursor-Innovation, Codex-Pragmatic, Codex-Requirements	accepted	NO	false-positive	nit	weak	false	Claude	YES	true	major	good	false	Codex	YES	partially-true	major	good	false	Cursor	important	in_scope
FINDING_6	Codex-Arch	accepted	YES	true	major	adequate	false	Claude	NO	uncertain	uncertain	weak	true	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_7	Cursor-Pragmatic, Cursor-Requirements	accepted	YES	partially-true	blocker	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking	in_scope
FINDING_8	Cursor-Requirements	neutral	NO	false-positive	uncertain	weak	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	blocker	good	false	Cursor	blocking	oos
FINDING_9	Codex-Arch	accepted	YES	partially-true	major	good	true	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
OOS_1	Cursor-Pragmatic	rejected	NO	partially-true		adequate	true	Claude	NO	partially-true	nit	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	latent	oos
