finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-correctness|cursor-specialist-edge-cases	neutral	YES	true	minor	adequate	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	nit	weak	false	codex-pragmatism	oos
FINDING_2	cursor-specialist-correctness	rejected	NO	partially-true	minor	adequate	false	codex-validity	NO	true	nit	adequate	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	oos
FINDING_3	codex-specialist-correctness	accepted	YES	true	minor	no-fix	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	NO	false-positive	minor	weak	false	codex-pragmatism	in_scope
FINDING_4	cursor-specialist-edge-cases	rejected	NO	true	nit	adequate	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	nit	weak	false	codex-pragmatism	oos
FINDING_5	cursor-specialist-edge-cases	accepted	YES	true	major	good	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	weak	false	codex-pragmatism	oos
FINDING_6	codex-specialist-edge-cases|codex-specialist-testing	accepted	YES	true	major	no-fix	false	codex-validity	YES	true	major	excellent	false	codex-plan-fidelity	YES	true	major	adequate	false	codex-pragmatism	in_scope
FINDING_7	cursor-specialist-testing	accepted	YES	true	minor	no-fix	false	codex-validity	YES	true	minor	excellent	false	codex-plan-fidelity	YES	true	minor	adequate	false	codex-pragmatism	in_scope
FINDING_8	cursor-specialist-testing	neutral	YES	true	minor	adequate	false	codex-validity	NO	true	minor	good	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	in_scope
FINDING_9	cursor-specialist-testing	accepted	YES	true	minor	excellent	false	codex-validity	YES	true	minor	excellent	false	codex-plan-fidelity	YES	true	minor	adequate	false	codex-pragmatism	in_scope
FINDING_10	cursor-specialist-testing	rejected	NO	true	nit	no-fix	false	codex-validity	NO	true	nit	adequate	false	codex-plan-fidelity	NO	partially-true	nit	weak	false	codex-pragmatism	oos
FINDING_11	cursor-specialist-testing	rejected	NO	true	nit	no-fix	false	codex-validity	NO	true	nit	good	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	oos
FINDING_12	cursor-specialist-testing	rejected	NO	true	nit	no-fix	false	codex-validity	NO	true	nit	adequate	false	codex-plan-fidelity	NO	true	nit	weak	false	codex-pragmatism	oos
