archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	2	0	2	0.000000
correctness	correctness	1	0	0	0	n/a
edge-cases	correctness	1	0	0	0	n/a
edge-cases	correctness	1	0	0	0	n/a
testing	risk-integration	1	0	0	0	n/a
testing	risk-integration	1	0	0	0	n/a
dyn-stream-placement	architecture	1	2	2	0	1.000000
dyn-stream-placement-codex	architecture	1	0	0	0	n/a
dyn-consumer-cutover	risk-integration	1	4	2	0	0.500000
dyn-consumer-cutover-codex	risk-integration	1	0	0	0	n/a
