finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_1	Cursor-Arch, Cursor-Edge, Cursor-Innovation	accepted	YES	true	major	excellent	false	Claude							YES	true	major	excellent	false	Cursor
FINDING_2	Cursor-Edge	accepted	YES	true	major	good	false	Claude							YES	true	major	good	false	Cursor
FINDING_3	Cursor-Edge	accepted	YES	partially-true	minor	good	false	Claude							YES	true	major	good	false	Cursor
FINDING_4	Cursor-Edge, Cursor-Innovation	accepted	YES	true	major	excellent	false	Claude							YES	true	major	excellent	false	Cursor
FINDING_5	Cursor-Edge	exonerated	YES	partially-true	minor	adequate	false	Claude							EXONERATE	partially-true	minor	adequate	false	Cursor
FINDING_6	Cursor-Edge	accepted	YES	true	minor	adequate	false	Claude							YES	true	major	good	false	Cursor
FINDING_7	Cursor-Edge, Cursor-Innovation	accepted	YES	true	major	excellent	false	Claude							YES	true	major	excellent	false	Cursor
FINDING_8	Cursor-Innovation	exonerated	EXONERATE	partially-true	minor	adequate	true	Claude							YES	true	minor	good	false	Cursor
FINDING_9	Cursor-dyn-bash-parity	accepted	YES	true	minor	good	false	Claude							YES	true	major	good	false	Cursor
OOS_1	Cursor-Edge	accepted	YES	true	minor	good	false	Claude							YES	true	major	good	false	Cursor
OOS_2	Cursor-Edge	accepted	YES	true	minor	good	false	Claude							YES	true	major	adequate	false	Cursor
OOS_3	Cursor-Innovation	accepted	YES	true	minor	adequate	false	Claude							YES	true	major	good	false	Cursor
