finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Cursor-Arch, Codex-Innovation, Cursor-Pragmatic, Cursor-dyn-Manifest Gate Integrity, Codex-dyn-Manifest Gate Integrity	neutral	NO	partially-true	minor	good	false	codex-validity	YES	true	minor	excellent	false	codex-plan-fidelity	NO	false-positive	nit	adequate	false	codex-pragmatism	major	in_scope
FINDING_2	Cursor-Innovation, Cursor-Pragmatic, Codex-Pragmatic, Codex-Requirements, Cursor-dyn-Manifest Gate Integrity, Codex-dyn-Manifest Gate Integrity	accepted	YES	true	minor	excellent	false	codex-validity	YES	true	minor	excellent	false	codex-plan-fidelity	YES	true	major	excellent	false	codex-pragmatism	major	in_scope
FINDING_3	Codex-Arch, Codex-Innovation, Codex-Pragmatic, Codex-Requirements	accepted	YES	true	minor	excellent	false	codex-validity	YES	true	minor	excellent	false	codex-plan-fidelity	YES	true	major	excellent	false	codex-pragmatism	major	in_scope
FINDING_4	Cursor-Arch, Cursor-Innovation	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	major	in_scope
FINDING_5	Cursor-Requirements	rejected	NO	partially-true	minor	good	false	codex-validity	NO	false-positive	nit	adequate	false	codex-plan-fidelity	NO	false-positive	nit	adequate	false	codex-pragmatism	major	in_scope
FINDING_6	Cursor-dyn-Manifest Gate Integrity	accepted	NO	true	minor	good	false	codex-validity	YES	true	minor	excellent	false	codex-plan-fidelity	YES	true	minor	excellent	false	codex-pragmatism	major	in_scope
FINDING_7	Cursor-dyn-Manifest Gate Integrity, Codex-dyn-Manifest Gate Integrity	rejected	NO	partially-true	minor	adequate	false	codex-validity	NO	false-positive	minor	good	false	codex-plan-fidelity	NO	false-positive	nit	adequate	false	codex-pragmatism	minor	in_scope
FINDING_8	Cursor-dyn-Manifest Gate Integrity	rejected	NO	partially-true	nit	good	false	codex-validity	NO	partially-true	nit	good	false	codex-plan-fidelity	NO	partially-true	nit	good	false	codex-pragmatism	minor	in_scope
FINDING_9	Cursor-dyn-Manifest Gate Integrity	rejected	NO	partially-true	nit	adequate	false	codex-validity	NO	false-positive	nit	good	false	codex-plan-fidelity	NO	false-positive	nit	adequate	false	codex-pragmatism	minor	in_scope
FINDING_10	Codex-dyn-Manifest Gate Integrity	rejected	NO	partially-true	nit	adequate	false	codex-validity	NO	partially-true	nit	adequate	false	codex-plan-fidelity	NO	partially-true	nit	adequate	false	codex-pragmatism	minor	in_scope
FINDING_11	Codex-dyn-Manifest Gate Integrity	rejected	NO	partially-true	nit	good	false	codex-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	NO	partially-true	nit	adequate	false	codex-pragmatism	minor	in_scope
OOS_1	Cursor-Arch	rejected	NO	true	minor	adequate	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	minor	oos
OOS_2	Cursor-Innovation	accepted	YES	true	minor	adequate	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	minor	oos
OOS_3	Cursor-Pragmatic	accepted	NO	true	nit	adequate	false	codex-validity	YES	true	minor	adequate	false	codex-plan-fidelity	YES	true	minor	adequate	false	codex-pragmatism	minor	oos
