Reading the plan and validating it against the codebase paths it cites.
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	skills/review/scripts/test-aggregate-findings.sh:578-593	Plan omits the earlier zero_findings attestation test that still asserts validation-exhausted	Same AGGREGATE_STUB_MERGE_KIND=zero_findings stub as the #2782/#2939 case; only lines 693-706 are scheduled to flip, so test-aggregate-findings.sh fails at line 591 after the validator change	Add ~578-593 to the flip inventory: expect REASON=ok, AGGREGATED=true, MERGED_COUNT=0, empty/stripped FINDINGS_FILE; drop cmp unchanged and validation-exhausted assertions (or dedupe with the #2939 case)
2	in_scope	important	correctness	skills/review/scripts/test-aggregate-findings.sh:87-96	Testing strategy grep inventory is incomplete versus all attestation-only success paths	Plan says to grep validation-exhausted but does not list the #2536 block (~578-593); implementer can pass the named flips yet leave CI red	Extend Testing strategy item 1 and the grep audit to explicitly include lines ~578-593 alongside ~693-706, ~726, and ~1196
3	in_scope	important	security	SECURITY.md:81	SECURITY.md still documents attestation-present empty merge as empty_merge_from_nonempty_input → validation-exhausted / Step 5 stall	AGENTS.md requires SECURITY updates for security-relevant behavior changes; operators and /implement diagnostics will still predict aggregator-validation-exhausted exit 2 for the fixed path	Add SECURITY.md to Files to modify: attestation-only duplicate merge with exact token → REASON=ok (empty ballot, voters run); narrow-trigger validation-exhausted reserved for preamble_finding_substring only
4	in_scope	important	correctness	skills/review/scripts/aggregate-findings.md:27-32	Contract doc update scoped only to the ~line 32 bullet; summary bullets 27-28 still pair empty_merge with validation-exhausted	Sibling .md is caller source of truth; partial edit leaves contradictory narrow-trigger semantics above the rewritten empty-merge section	Rewrite lines 27-28 and 32 together: attestation-only empty merge → REASON=ok; preamble_finding_substring remains validation-exhausted; remove empty_merge_from_nonempty_input as a narrow-trigger token
5	in_scope	nit	correctness	plan.txt:103	CHANGELOG called out in Diff size estimate but not in Files to modify/create	Implementer may ship behavior/tests/docs without the repo-convention changelog entry called for in the estimate	Add CHANGELOG.md to Files to modify with a #2939 entry describing attestation-only → REASON=ok
6	in_scope	nit	correctness	plan.txt:71-72	Padded-attestation edge-case prose contradicts the planned flip to REASON=ok	Edge cases claim padded lines may fall through to no-attestation rejection, but drop_impure only removes suffix-drift lines and has_attest_line uses line.strip(), so the ~726 fixture becomes ok under the fix	Replace the contradictory risk note with an explicit decision: whitespace-padded exact token is accepted (matches orchestrator-aggregator.md and flip padded-attest to ok)
7	in_scope	latent	architecture	skills/review/scripts/aggregate-findings.sh:636	Shell narrow-trigger grep still matches empty_merge_from_nonempty_input after the validator stops emitting it	Dead branch; future stderr regressions with that token would still map to validation-exhausted instead of validation-failed	Optionally narrow the grep at line 636 to preamble_finding_substring only and adjust the else warning at 758-759 to preamble-only wording
8	out_of_scope	latent	risk-integration	skills/review/scripts/review-core.sh:543-595	Post-fix attestation-only success proceeds to voter dispatch on an empty ballot (token waste)	Plan flags this observation but does not require a skip-voters optimization	[OUT_OF_SCOPE] Track separately if empty-ballot voter skip is desired; not required for #2939 acceptance

**1. [correctness]** `skills/review/scripts/test-aggregate-findings.sh:578-593` — The `#2536` block uses the same `zero_findings` stub as the planned `#2939` flip but is absent from the test-change inventory; CI will still expect `validation-exhausted` at line 591.

**2. [correctness]** `skills/review/scripts/test-aggregate-findings.sh:87-96` — The testing strategy’s `grep validation-exhausted` audit does not enumerate the `#2536` block, so the incomplete inventory can pass review yet fail harness.

**3. [security]** `SECURITY.md:81` — Security policy prose still describes attestation-present empty merge as `validation-exhausted` / `aggregator-validation-exhausted`; the plan updates only `aggregate-findings.md`.

**4. [correctness]** `skills/review/scripts/aggregate-findings.md:27-32` — Only the sub-bullet at ~32 is scoped for rewrite; lines 27-28 will remain internally inconsistent if not updated together.

**5. [nit]** `plan.txt:103` — CHANGELOG is mentioned in the diff estimate but not listed under Files to modify.

**6. [nit]** `plan.txt:71-72` — Padded-attestation edge-case text conflicts with the planned `REASON=ok` flip; the fixture at ~726 is an exact token after `strip()`, not a no-attestation path.

**7. [latent]** `skills/review/scripts/aggregate-findings.sh:636` — Optional cleanup: `empty_merge_from_nonempty_input` in the narrow-trigger grep becomes unreachable after the validator change.

**8. [OUT_OF_SCOPE]** `skills/review/scripts/review-core.sh:543-595` — Empty-ballot voter dispatch after `REASON=ok` remains a token-efficiency follow-up, explicitly out of scope for this issue.
