finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch, Cursor-Innovation, Codex-Arch, Codex-Innovation, Cursor-Pragmatic, Codex-Pragmatic, Cursor-Requirements, Codex-Requirements, Cursor-dyn-step18-correctness, Codex-dyn-step18-correctness, Cursor-dyn-orchestration-risk	accepted	YES	true	blocker	excellent	false	Claude	YES	true	blocker	good	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking
FINDING_2	Cursor-Arch, Cursor-Pragmatic, Cursor-dyn-step18-correctness	accepted	YES	true	major	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_3	Cursor-Arch, Cursor-Innovation, Cursor-Pragmatic, Cursor-dyn-step18-correctness, Codex-dyn-step18-correctness	accepted	YES	true	major	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_4	Cursor-Arch, Cursor-Innovation, Cursor-Pragmatic	neutral	NO	partially-true		good	true	Claude	NO	partially-true	major	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_5	Codex-Pragmatic, Codex-Requirements, Codex-dyn-orchestration-risk	accepted	YES	true	blocker	excellent	false	Claude	YES	true	blocker	excellent	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking
FINDING_6	Codex-Requirements, Codex-dyn-orchestration-risk	accepted	YES	true	blocker	adequate	false	Claude	YES	true	blocker	good	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking
FINDING_7	Cursor-Arch	accepted	YES	true	major	adequate	false	Claude	NO	false-positive	nit	adequate	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_8	Cursor-Innovation	accepted	YES	partially-true	major	weak	true	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_9	Codex-Pragmatic	accepted	YES	true	blocker	adequate	false	Claude	YES	true	blocker	good	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking
FINDING_10	Cursor-dyn-step18-correctness	accepted	YES	partially-true	major	adequate	true	Claude	NO	partially-true	major	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_11	Codex-Arch	accepted	YES	true	blocker	excellent	false	Claude	YES	true	blocker	excellent	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking
FINDING_12	Codex-Innovation	accepted	YES	true	blocker	excellent	false	Claude	YES	true	blocker	excellent	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking
FINDING_13	Codex-dyn-step18-correctness	rejected	NO	true	minor	adequate	false	Claude	NO	true	minor	adequate	false	Codex	NO	partially-true	nit	good	false	Cursor	latent
OOS_1	Cursor-Innovation	neutral	NO	uncertain	minor	adequate	true	Claude	NO	partially-true	minor	weak	false	Codex	YES	true	minor	good	false	Cursor	latent
OOS_2	Cursor-Pragmatic	neutral	NO	partially-true	minor	weak	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	minor	adequate	false	Cursor	latent
