finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-correctness-output.txt	rejected	NO	partially-true	minor	good	false	cursor-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	NO	false-positive	minor	adequate	false	codex-pragmatism	in_scope
FINDING_2	cursor-specialist-correctness-output.txt	rejected	NO	true	nit	adequate	false	cursor-validity	NO	partially-true	nit	adequate	false	codex-plan-fidelity	NO	true	nit	adequate	false	codex-pragmatism	oos
FINDING_3	codex-specialist-correctness-output.txt	rejected	NO	partially-true	minor	good	false	cursor-validity	NO	uncertain	uncertain	good	true	codex-plan-fidelity	NO	partially-true	minor	adequate	false	codex-pragmatism	in_scope
FINDING_4	codex-specialist-correctness-output.txt|codex-specialist-edge-cases-output.txt	rejected	NO	true	minor	good	false	cursor-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	NO	partially-true	minor	adequate	false	codex-pragmatism	in_scope
FINDING_5	cursor-specialist-testing-output.txt	rejected	NO	true	nit	good	false	cursor-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	NO	true	minor	good	false	codex-pragmatism	in_scope
FINDING_6	cursor-specialist-testing-output.txt	rejected	NO	true	nit	good	false	cursor-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	NO	true	minor	good	false	codex-pragmatism	in_scope
FINDING_7	cursor-specialist-edge-cases-output.txt	rejected	NO	true	minor	weak	false	cursor-validity	NO	partially-true	nit	adequate	false	codex-plan-fidelity	JUDGE_ERROR				true	codex-pragmatism	oos
FINDING_8	cursor-specialist-edge-cases-output.txt	rejected	NO	true	minor	no-fix	false	cursor-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	JUDGE_ERROR				true	codex-pragmatism	oos
FINDING_9	cursor-specialist-edge-cases-output.txt	rejected	NO	true	minor	adequate	false	cursor-validity	NO	partially-true	nit	adequate	false	codex-plan-fidelity	JUDGE_ERROR				true	codex-pragmatism	oos
FINDING_10	cursor-specialist-testing-output.txt	rejected	NO	true	nit	good	false	cursor-validity	NO	partially-true	nit	adequate	false	codex-plan-fidelity	JUDGE_ERROR				true	codex-pragmatism	oos
FINDING_11	cursor-specialist-testing-output.txt	rejected	NO	true	nit	adequate	false	cursor-validity	NO	partially-true	nit	adequate	false	codex-plan-fidelity	JUDGE_ERROR				true	codex-pragmatism	oos
FINDING_12	cursor-specialist-testing-output.txt	rejected	NO	true	nit	adequate	false	cursor-validity	NO	partially-true	nit	adequate	false	codex-plan-fidelity	JUDGE_ERROR				true	codex-pragmatism	oos
FINDING_13	codex-specialist-testing-output.txt	rejected	NO	false-positive	nit	adequate	false	cursor-validity	NO	partially-true	nit	adequate	false	codex-plan-fidelity	JUDGE_ERROR				true	codex-pragmatism	oos
