finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain
FINDING_1	cursor-specialist-correctness-output.txt|codex-specialist-correctness-output.txt|codex-specialist-edge-cases-output.txt|dyn-pause-sentinel-ordering-output.txt	accepted	YES	true	major	adequate	false	YES	true	major	adequate	false	YES	true	major	good	false
FINDING_10	cursor-specialist-correctness-output.txt	accepted	YES	true	major	adequate	true	YES	true	major	adequate	false	YES	true	major	good	false
FINDING_11	cursor-specialist-correctness-output.txt|codex-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt|cursor-specialist-testing-output.txt|codex-specialist-testing-output.txt|dyn-regression-coverage-gap-output.txt|dyn-pause-sentinel-ordering-output.txt	accepted	YES	true	major	adequate	false	YES	true	major	adequate	false	YES	true	major	adequate	false
FINDING_12	cursor-specialist-correctness-output.txt|codex-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt|codex-specialist-edge-cases-output.txt|cursor-specialist-testing-output.txt|codex-specialist-testing-output.txt	accepted	YES	true	major	adequate	false	YES	true	major	adequate	false	YES	true	major	good	false
FINDING_13	cursor-specialist-edge-cases-output.txt|codex-specialist-edge-cases-output.txt|codex-specialist-testing-output.txt	accepted	YES	true	major	adequate	false	YES	true	major	adequate	false	YES	true	major	excellent	false
FINDING_14	codex-specialist-edge-cases-output.txt|codex-specialist-testing-output.txt	accepted	YES	true	major	adequate	true	YES	true	major	adequate	false	YES	true	major	good	false
FINDING_15	codex-specialist-testing-output.txt	accepted	YES	partially-true	major	adequate	true	YES	true	major	adequate	false	YES	true	major	good	false
FINDING_16	cursor-specialist-testing-output.txt	accepted	YES	true	major	adequate	true	YES	true	minor	adequate	false	YES	true	major	adequate	false
FINDING_17	cursor-specialist-testing-output.txt	accepted	YES	true	major	adequate	false	YES	true	major	adequate	false	YES	true	major	good	false
FINDING_18	dyn-regression-coverage-gap-output.txt|dyn-pause-sentinel-ordering-output.txt	accepted	YES	true	major	adequate	false	NO	true	minor	adequate	false	YES	true	major	good	false
FINDING_19	dyn-pause-sentinel-ordering-output.txt	accepted	YES	true	major	adequate	true	YES	true	major	adequate	false	YES	true	major	adequate	false
FINDING_2	cursor-specialist-correctness-output.txt|codex-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt|codex-specialist-edge-cases-output.txt|dyn-pause-sentinel-ordering-output.txt	accepted	YES	true	major	adequate	false	YES	true	major	adequate	false	YES	true	major	good	false
FINDING_20	dyn-pause-sentinel-ordering-output.txt	accepted	YES	true	major	adequate	true	YES	true	major	adequate	false	YES	true	major	adequate	false
FINDING_21	dyn-pause-sentinel-ordering-output.txt	accepted	YES	true	minor	adequate	true	YES	true	major	adequate	false	YES	true	major	excellent	false
FINDING_22	cursor-specialist-testing-output.txt	rejected	NO	partially-true	nit	weak	false	NO	true	nit	adequate	false	NO	true	nit	adequate	false
FINDING_23	cursor-specialist-testing-output.txt	rejected	NO	true	nit	weak	false	NO	true	nit	adequate	false	NO	true	nit	excellent	false
FINDING_24	cursor-specialist-testing-output.txt	rejected	NO	true	minor	weak	false	NO	partially-true	nit	weak	true	NO	partially-true	minor	weak	false
FINDING_25	dyn-regression-coverage-gap-output.txt	rejected	NO	true	nit	weak	false	NO	true	nit	adequate	false	NO	true	minor	adequate	false
FINDING_26	dyn-regression-coverage-gap-output.txt	rejected	NO	true	minor	weak	false	NO	true	minor	adequate	false	NO	partially-true	minor	weak	false
FINDING_27	dyn-pause-sentinel-ordering-output.txt	rejected	NO	true	nit	weak	false	NO	true	nit	adequate	false	NO	true	nit	adequate	false
FINDING_28	dyn-pause-sentinel-ordering-output.txt	rejected	NO	true	major	weak	false	NO	true	major	adequate	false	NO	true	major	adequate	false
FINDING_3	cursor-specialist-correctness-output.txt|codex-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt|codex-specialist-edge-cases-output.txt|codex-specialist-testing-output.txt|dyn-regression-coverage-gap-output.txt|dyn-pause-sentinel-ordering-output.txt	accepted	YES	true	major	adequate	false	YES	true	major	adequate	false	YES	true	major	excellent	false
FINDING_4	cursor-specialist-correctness-output.txt|codex-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt|dyn-regression-coverage-gap-output.txt	accepted	YES	true	major	adequate	false	YES	true	major	adequate	false	YES	true	major	good	false
FINDING_5	cursor-specialist-correctness-output.txt|codex-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt|codex-specialist-edge-cases-output.txt|codex-specialist-testing-output.txt|dyn-regression-coverage-gap-output.txt|dyn-pause-sentinel-ordering-output.txt	accepted	YES	true	major	adequate	false	YES	true	major	adequate	false	YES	true	major	good	false
FINDING_6	cursor-specialist-correctness-output.txt|codex-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt|codex-specialist-edge-cases-output.txt	accepted	YES	true	major	adequate	false	YES	true	major	adequate	false	YES	true	major	good	false
