finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Cursor-Arch, Cursor-Pragmatic, Cursor-Requirements, Cursor-dyn-State Compatibility Auditor	accepted	YES	true	major	excellent	false	codex-validity	YES	true	major	excellent	false	codex-plan-fidelity	YES	true	major	excellent	false	codex-pragmatism	major	in_scope
FINDING_2	Cursor-Arch, Cursor-Pragmatic, Cursor-dyn-State Compatibility Auditor	accepted	YES	true	major	excellent	false	codex-validity	YES	true	major	excellent	false	codex-plan-fidelity	YES	true	major	excellent	false	codex-pragmatism	major	in_scope
FINDING_3	Codex-Innovation, Cursor-dyn-State Compatibility Auditor, Codex-dyn-State Compatibility Auditor	neutral	YES	true	minor	good	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	minor	adequate	false	codex-pragmatism	major	in_scope
FINDING_4	Cursor-dyn-State Compatibility Auditor	accepted	YES	true	minor	good	false	codex-validity	NO	false-positive	minor	good	false	codex-plan-fidelity	YES	true	major	excellent	false	codex-pragmatism	major	in_scope
FINDING_5	Cursor-Arch, Cursor-Pragmatic, Cursor-Requirements, Cursor-dyn-State Compatibility Auditor	neutral	YES	true	minor	excellent	false	codex-validity	NO	false-positive	major	excellent	false	codex-plan-fidelity	NO	false-positive	nit	no-fix	false	codex-pragmatism	major	in_scope
FINDING_6	Codex-Arch, Cursor-Requirements, Codex-dyn-State Compatibility Auditor	neutral	YES	true	major	good	false	codex-validity	NO	false-positive	major	excellent	false	codex-plan-fidelity	NO	false-positive	nit	no-fix	false	codex-pragmatism	major	oos
FINDING_7	Cursor-Pragmatic	rejected	NO	true	minor	excellent	false	codex-validity	NO	false-positive	minor	excellent	false	codex-plan-fidelity	NO	false-positive	nit	no-fix	false	codex-pragmatism	minor	in_scope
FINDING_8	Codex-Pragmatic	accepted	YES	true	major	excellent	false	codex-validity	YES	true	minor	excellent	false	codex-plan-fidelity	YES	true	major	excellent	false	codex-pragmatism	major	in_scope
FINDING_9	Cursor-Requirements	neutral	NO	partially-true	minor	good	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	YES	true	major	excellent	false	codex-pragmatism	major	oos
OOS_1	Cursor-Arch	rejected	NO	false-positive	nit	no-fix	false	codex-validity	NO	false-positive	nit	no-fix	false	codex-plan-fidelity	NO	partially-true	nit	weak	false	codex-pragmatism	minor	oos
OOS_2	Cursor-Pragmatic	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	minor	oos
OOS_3	Cursor-Pragmatic	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	minor	oos
