schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	plan.txt:56	Drift pin regex is applied to the whole ci.yaml file.	Pattern ^ [a-z][a-z0-9_-]+:$ also matches workflow keys under on: (e.g. workflow_dispatch pull_request push) producing false job names and brittle harness failures or wrong required mappings.	Scope the pin to the jobs: block only (awk range sed n /^jobs:/,/^[^ ]/ or parse with yq) or maintain an explicit allowlist of job keys.
1	in_scope	important	risk-integration	plan.txt:82-86 scripts/ship-pr.sh:1429-1538	Skipping run_ci_fix_vendor when the per-job loop succeeds omits append-token-record.sh and the FIX_ATTEMPTS TRANSIENT_RETRIES success side effects that only run after a successful run_ci_fix_vendor (scripts/ship-pr.sh:1429-1439 1537-1538).	Per-job-only fixes may ship without token-record bookkeeping and without bumping FIX_ATTEMPTS or clearing TRANSIENT_RETRIES breaking Trigger B reporting and retry semantics.	Specify whether to call append-token-record.sh refresh-run-logs and state_set_many from the per-job-only exit path or document intentional omission and adjust any dependents tests.
1	in_scope	important	correctness	plan.txt:14 vs plan.txt:82-83	Wiring inserts ci-failed-jobs immediately after gh-run-logs without requiring gh_logs_rc=0.	Approach says skip the new path when logs are unavailable (rc=3) but wiring can still run gh run view and mis-classify or add noise while CI is in flight.	Gate the ci-failed-jobs.sh invocation on gh_logs_rc -eq 0 mirroring the vendor skip when rc=3 (scripts/ship-pr.sh:1530-1537).
1	in_scope	nit	correctness	plan.txt:102-103 scripts/lint-fix-loop.sh:26-30 272-275	Plan names _RCC_STATUS=head-changed for lint-fix-loop head guard.	head-changed-after-dispatch surfaces as LINT_FIX_STATUS=failed with FAILURE_REASON not a distinct head-changed status; helper mapping will be wrong unless it keys off FAILURE_REASON.	Map failed plus FAILURE_REASON=head-changed-after-dispatch to the stall head-changed path or update the plan contract to match emitted KV pairs.
1	in_scope	nit	correctness	plan.txt:24 scripts/gh-run-logs.sh:50-56	ci-failed-jobs exit semantics claim to mirror gh-run-logs plus lib-net classification.	gh-run-logs.sh does not source lib-net.sh; transient-net-specific exits are not actually mirrored today so implementers may invent new rc behavior vs the cited mirror.	Align wording with gh-run-logs (grep in-progress rc=3 else rc=1) or explicitly document any new lib-net-based rc=1 subclassification and how ship-pr consumes it.
1	in_scope	latent	architecture	plan.txt:102 scripts/ship-pr.sh:827-867	HEAD re-check between helper iterations is described as an existing ship-pr pattern.	run_checks_with_lint_fix_loop has no git rev-parse between attempts; only lint-fix-loop checks after dispatch.	Concurrent pushes could slip between command reruns without the claimed guard. Implement an explicit HEAD compare at the start of each helper iteration or drop the existing wording.
1	in_scope	nit	security	plan.txt:80	Per-job rerun uses eval on LOCAL_CMD built from API job names.	Malicious or unexpected job names could widen injection surface if mapping ever becomes dynamic.	Document that LOCAL_CMD must come only from the internal case table never interpolated from raw names or add a strict allowlist gate before eval.
1	in_scope	nit	code-quality	plan.txt:120	Integration tests cite generic existing harnesses for lint-fix-loop.	Implementers may miss updating scripts/test-lint-fix-loop.sh which copies a fixture lint-fix-loop.sh and asserts dispatch behavior (scripts/test-lint-fix-loop.sh:36-51).	Name scripts/test-lint-fix-loop.sh and required fixture copies flags for --target-cmd validation and ship-pr-ci-per-job prompt text.
1	in_scope	important	correctness	plan.txt:56	Drift pin regex over entire .github/workflows/ci.yaml.	Pattern ^ [a-z][a-z0-9_-]+:$ matches on: keys like workflow_dispatch and pull_request as fake job names causing harness noise or wrong required mappings.	Limit extraction to the jobs: block only or use an explicit job-name list instead of a whole-file line regex.
1	in_scope	important	risk-integration	plan.txt:82-86 scripts/ship-pr.sh:1429-1538	Per-job-only success skips run_ci_fix_vendor omitting append-token-record and FIX_ATTEMPTS TRANSIENT_RETRIES updates.	Token-record and counters only run on the successful run_ci_fix_vendor return path; per-job-only fixes may ship without them breaking Trigger B and retry accounting.	Spell out calling append-token-record.sh refresh-run-logs and state_set_many from the per-job-only path or justify omission and update tests or dependents.
