finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch, Cursor-Pragmatic, Cursor-Requirements, Cursor-dyn-migration-cleanup	accepted	YES	true	blocker	excellent	false	Claude	YES	partially-true	major	good	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking
FINDING_2	Cursor-Innovation	accepted	YES	true	major	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_3	Codex-Innovation	accepted	YES	true	major	adequate	true	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_4	Codex-Pragmatic, Codex-dyn-renderer-parity	accepted	YES	true	major	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_5	Cursor-Requirements, Cursor-dyn-renderer-parity	accepted	YES	true	blocker	excellent	false	Claude	YES	true	blocker	excellent	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking
FINDING_6	Cursor-Requirements	accepted	YES	true	minor	adequate	false	Claude	YES	partially-true	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_7	Cursor-dyn-gc-side-effects	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_8	Cursor-dyn-gc-side-effects	accepted	NO	partially-true	minor	adequate	false	Claude	YES	true	major	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_9	Cursor-dyn-gc-side-effects	rejected	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	minor	good	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important
FINDING_10	Cursor-dyn-gc-side-effects	rejected	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	minor	good	false	Codex	NO	true	minor	good	false	Cursor	important
FINDING_11	Codex-dyn-gc-side-effects	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_12	Codex-Arch	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_13	Codex-Innovation	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_14	Codex-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_15	Codex-dyn-migration-cleanup	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
OOS_1	Cursor-dyn-gc-side-effects	rejected	NO	partially-true	nit	weak	false	Claude	NO	partially-true	nit	weak	false	Codex	NO	partially-true		adequate	true	Cursor	latent
