schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	skills/design/SKILL.md:186-189	Resume after lifecycle filter conflicts with [DESIGNING] reject	Paused run cannot re-enter via /design N; 0b.6 never runs	Exempt [DESIGNING] when design-pause marker present, or run resume detection before 2.5 lifecycle-reject
1	in_scope	important	correctness	scripts/design-pause-load.sh:1	Archive extract preserves larch-logs/ prefix under tmpdir	Restore leaves files under nested larch-logs/design/RUN_ID not tmpdir root	Strip prefix on extract or copy archived files to DESIGN_TMPDIR root after tar
1	in_scope	important	correctness	scripts/design-log-publish.sh:272-289	.completed/ not published with pause snapshot	Sentinel-based idempotency lost after load; plan claim is false	Publish .completed on pause reason, or drop sentinel-restore claim and rely only on marker KVs
1	in_scope	important	risk-integration	skills/pause/SKILL.md:1	ISSUE_NUMBER absent from sourced session env until optional writer refresh	/larch:pause no-ops during active design after 1c	Mandate write-design-current-env --issue-number bash block in Step 0b after bind, or derive issue from tmpdir artifact in pause skill
1	in_scope	important	correctness	skills/design/SKILL.md:192-201	Resume omits Step 0b router short-circuit	Reloaded run hits clarify/tier/rename instead of STEP	On LOAD_OK=true skip 0b sub-steps 3-6 and jump to STEP per stdout
1	in_scope	important	architecture	skills/design/SKILL.md:117-169	New SESSION_ID from 0a before load restores old RUN_ID	Pause republish targets wrong run directory	After load set SESSION_ID/RUN_ID from marker; pass --run-id on 0a when resuming; refresh source-env
1	in_scope	important	risk-integration	scripts/design-log-publish.sh:159-162	Pause idempotent branch delete ignores active worktree	Same RUN_ID republish fails PUBLISH_OK=false	Teardown stale worktree for larch-log-design-RUN_ID before recreate, or document operator cleanup
1	in_scope	important	correctness	scripts/design-pause-load.sh:1	git archive --remote in load path	Resume fails on GitHub/Git versions without remote archive	Fetch recovery/default ref locally then git archive from local object
1	in_scope	important	risk-integration	skills/design/SKILL.md:68-72	Prelude pause-check not structurally pinned across all bash blocks	Some steps miss pause line; pause silently dropped	Add test-design-structure check counting two-line prelude from Step 1c onward
1	in_scope	nit	risk-integration	Makefile:1	test-design-pause-resume not assigned to test-harnesses-N	Harness never runs in CI	Register target on test-harnesses-14 or -20 with harness-timer.sh
1	out_of_scope	latent	architecture	docs/issue-anchored-plan.md:1	No normative design-pause body marker doc	Operators lack wire-format spec for new block	Add design-pause section parallel to larch:plan markers
1	out_of_scope	nit	architecture	README.md:32-80	/larch:pause missing from skills table	Users may not discover pause skill	Add README/docs.skills.md row for /larch:pause
