finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Cursor-Arch, Cursor-Innovation, Cursor-Pragmatic, Cursor-Requirements	accepted	YES	true	minor	good	false	Claude	NO	partially-true	minor	good	false	Codex	YES	true	minor	excellent	false	Cursor	major	in_scope
FINDING_2	Cursor-Arch, Codex-Arch, Cursor-Innovation, Codex-Innovation, Cursor-Requirements, Codex-Requirements, Cursor-dyn-Hook Lifecycle	neutral	NO	true	minor	good	false	Claude	NO	partially-true	minor	good	false	Codex	YES	true	minor	good	false	Cursor	major	in_scope
FINDING_3	Cursor-Arch, Cursor-Innovation, Cursor-Pragmatic, Cursor-Requirements, Codex-Requirements, Cursor-dyn-Hook Lifecycle, Codex-dyn-Hook Lifecycle	accepted	NO	true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	major	in_scope
FINDING_4	Cursor-Arch, Cursor-Pragmatic, Cursor-Requirements, Codex-Pragmatic, Cursor-dyn-Hook Lifecycle	neutral	NO	partially-true	minor	good	false	Claude	NO	partially-true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor	major	oos
FINDING_5	Cursor-Requirements	rejected	NO	partially-true	minor	adequate	true	Claude	NO	partially-true	minor	adequate	false	Codex	NO	partially-true	nit	good	false	Cursor	minor	in_scope
FINDING_6	Codex-Innovation	rejected	NO	false-positive	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	partially-true	minor	adequate	false	Cursor	minor	in_scope
FINDING_7	Codex-Pragmatic	rejected	NO	false-positive	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	partially-true	minor	adequate	false	Cursor	minor	in_scope
FINDING_8	Cursor-dyn-Hook Lifecycle	accepted	YES	true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	minor	good	false	Cursor	minor	in_scope
OOS_1	Cursor-Innovation	accepted	YES	true	minor	adequate	false	Claude	YES	true	minor	good	false	Codex	YES	true	minor	good	false	Cursor	minor	oos
OOS_2	Cursor-Pragmatic	accepted	YES	true	minor	adequate	false	Claude	YES	true	minor	good	false	Codex	YES	true	minor	good	false	Cursor	minor	oos
OOS_3	Cursor-Pragmatic	accepted	YES	true	minor	weak	false	Claude	YES	true	minor	good	false	Codex	YES	true	minor	adequate	false	Cursor	minor	oos
OOS_4	Cursor-Requirements	neutral	NO	true	minor	adequate	false	Claude	NO	true	minor	good	false	Codex	YES	true	nit	good	false	Cursor	minor	oos
