finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Cursor-Arch	accepted	NO	false-positive	major	adequate	false	Claude	YES	true	blocker	good	false	Codex	YES	true	blocker	excellent	false	Cursor	important	in_scope
FINDING_2	Codex-Arch	neutral	NO	partially-true	minor	adequate	false	Claude	YES	true	major	excellent	false	Codex	NO	partially-true	minor	good	false	Cursor	important	in_scope
FINDING_3	Codex-Innovation	accepted	NO	false-positive	major	adequate	false	Claude	YES	true	blocker	good	false	Codex	YES	true	blocker	excellent	false	Cursor	important	in_scope
FINDING_4	Codex-Innovation	neutral	NO	partially-true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	NO	true	minor	good	false	Cursor	important	in_scope
FINDING_5	Cursor-Pragmatic	accepted	NO	false-positive	major	adequate	false	Claude	YES	true	blocker	good	false	Codex	YES	true	blocker	excellent	false	Cursor	important	in_scope
FINDING_6	Cursor-Pragmatic	neutral	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	major	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_7	Codex-Pragmatic	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	NO	partially-true	minor	good	false	Cursor	important	in_scope
FINDING_8	Cursor-Requirements	accepted	NO	false-positive	blocker	adequate	false	Claude	YES	true	blocker	good	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking	in_scope
FINDING_9	Codex-Requirements	accepted	NO	false-positive	major	adequate	false	Claude	YES	true	blocker	good	false	Codex	YES	true	blocker	excellent	false	Cursor	important	in_scope
FINDING_10	Codex-dyn-Clone Tag Parity	accepted	NO	partially-true	minor	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_11	Codex-dyn-Clone Tag Parity	accepted	YES	true	major	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_12	Cursor-dyn-Retired Script Lint	accepted	NO	false-positive	blocker	adequate	false	Claude	YES	true	blocker	good	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking	in_scope
FINDING_13	Codex-dyn-Retired Script Lint	accepted	NO	false-positive	major	adequate	false	Claude	YES	true	blocker	good	false	Codex	YES	true	blocker	excellent	false	Cursor	important	in_scope
