finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_1	cursor-specialist-correctness-output.txt|dyn-design-flow-output.txt|dyn-report-framing-output.txt	accepted	YES	true	major	good	false	cursor-validity	YES	true	major	good	false	cursor-plan-fidelity	YES	true	major	good	false	cursor-pragmatism
FINDING_2	codex-specialist-correctness-output.txt	rejected	NO	true	major	good	false	cursor-validity	NO	true	major	good	false	cursor-plan-fidelity	NO	true	major	good	false	cursor-pragmatism
FINDING_3	cursor-specialist-edge-cases-output.txt|dyn-design-flow-output.txt	accepted	YES	true	major	good	false	cursor-validity	NO	partially-true	minor	adequate	false	cursor-plan-fidelity	YES	true	major	good	false	cursor-pragmatism
FINDING_4	dyn-design-flow-output.txt	neutral	YES	true	major	good	false	cursor-validity	NO	partially-true	minor	good	false	cursor-plan-fidelity	NO	true	minor	good	false	cursor-pragmatism
FINDING_5	cursor-specialist-testing-output.txt|dyn-report-framing-output.txt	rejected	NO	true	nit	adequate	false	cursor-validity	NO	true	nit	adequate	false	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism
FINDING_6	cursor-specialist-testing-output.txt|dyn-report-framing-output.txt	rejected	NO	true	minor	good	false	cursor-validity	NO	true	minor	good	false	cursor-plan-fidelity	NO	true	minor	good	false	cursor-pragmatism
FINDING_7	dyn-design-flow-output.txt	rejected	NO	true	minor	adequate	false	cursor-validity	NO	true	minor	adequate	false	cursor-plan-fidelity	NO	true	minor	good	false	cursor-pragmatism
OOS_1	dyn-design-flow-output.txt|dyn-report-framing-output.txt	accepted	YES	true	major	adequate	false	cursor-validity	YES	true	major	adequate	false	cursor-plan-fidelity	NO	true	minor	no-fix	false	cursor-pragmatism
OOS_2	dyn-design-flow-output.txt|dyn-report-framing-output.txt	neutral	YES	true	minor	adequate	false	cursor-validity	NO	true	nit	no-fix	false	cursor-plan-fidelity	NO	true	nit	no-fix	false	cursor-pragmatism
OOS_3	dyn-design-flow-output.txt	rejected	NO	true	nit	weak	false	cursor-validity	NO	true	nit	weak	false	cursor-plan-fidelity	NO	true	nit	no-fix	false	cursor-pragmatism
OOS_4	dyn-report-framing-output.txt	rejected	NO	true	nit	no-fix	false	cursor-validity	NO	true	nit	no-fix	false	cursor-plan-fidelity	NO	false-positive	nit	no-fix	false	cursor-pragmatism
OOS_5	dyn-report-framing-output.txt	rejected	NO	true	nit	no-fix	false	cursor-validity	NO	true	nit	no-fix	false	cursor-plan-fidelity	NO	false-positive	nit	no-fix	false	cursor-pragmatism
