schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	plan.txt:17	Plan locates count_prior_degraded_rounds at review-and-fix.sh:133	Implementer searches wrong file; cap math diverges or helper duplicated inconsistently	Point to scripts/run-step5-review.sh:50-66 or require an explicit shared/dup helper with one contract
1	in_scope	important	correctness	plan.txt:23-24 vs skills/implement/SKILL.md:1223-1228	Post-round checks lumped with converged-small-changes	Extra run-relevant-checks pass vs today; behavior and cost change unintentionally	Mirror SKILL: skip checks for converged-small-changes; only run checks path for statuses that currently imply coder edits
1	in_scope	important	correctness	plan.txt:25 vs scripts/run-relevant-checks-captured.sh:153-186	Structural FAILURE_REASON list shorter than script emit set	log-* failures without REDACTED_LOG_FILE mis-routed to lint-fix or mishandled	Treat missing redacted log as structural stall or enumerate all fail() reasons from run-relevant-checks-captured.sh
1	in_scope	important	risk-integration	plan.txt:52-53 vs skills/review-and-fix/scripts/review-and-fix.sh:948-950	Substantiality pre-head tied to pre-review-head.txt	pre-coder HEAD missing for round 2+; numstat wrong or always zero	Record round-N/pre-coder-head.txt each round before coder; pair with post-coder-head.txt
1	in_scope	important	architecture	plan.txt:23-24	Exit-0 status matrix incomplete	in-scope-filtered-out or future statuses undefined in loop	Mirror full REVIEW_AND_FIX_STATUS set from review-and-fix.sh for checks and gate eligibility
1	in_scope	nit	code-quality	plan.txt:94-102 vs plan.txt:178	Section 6 says six tests; body lists eight	Review scope and CI expectations disagree	Align header and bullets; include degraded-MAV case if required by Edge cases
1	in_scope	important	correctness	plan.txt:32-33	high_severity_count source unspecified	Wrong substantiality decisions or flaky tests	Define inputs (e.g. accepted markdown vs composed JSONL) and test the counter
1	in_scope	latent	risk-integration	plan.txt:73-84 vs skills/implement/SKILL.md:1243	Post-wrapper Cross-Skill / Track Rejected / Step 6 order not restated	Orchestrator might drop anti-halt tail after prose collapse	Explicit bullet: preserve SKILL line 1243 chain after wrapper returns
1	in_scope	latent	architecture	skills/review-and-fix/scripts/review-and-fix.sh:1376-1378	Mode dispatch at script foot not in plan	Loop mode might double-invoke run_implement_round	Document MODE branching for implement vs findings vs loop
1	in_scope	nit	code-quality	skills/review-and-fix/scripts/review-and-fix.sh:34-38 scripts/run-step5-review.sh:11-13	usage() not listed in Files to modify	Operators and tests see stale help	Add usage/help updates to the plan file list
1	out_of_scope	latent	correctness	skills/review-and-fix/scripts/review-and-fix.sh:174-191	Future numstat filtering	Comment-only diffs inflate structural proxy	File follow-up for extension/path filters
1	out_of_scope	latent	security	AGENTS.md workflow SECURITY.md	If bash substantiality changes trust boundaries	Missed security doc touch	Re-evaluate SECURITY.md when implementing
