finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain
FINDING_1	cursor-specialist-structure-output.txt|cursor-specialist-correctness-output.txt|cursor-specialist-testing-output.txt|cursor-specialist-edge-cases-output.txt|cursor-specialist-plan-fidelity-output.txt|dyn-resume-fsm-output.txt|dyn-state-persistence-output.txt|dyn-ci-cap-loop-output.txt	accepted	YES	true	major	good	false	YES	true	major	adequate	false	YES	true	major	excellent	false
FINDING_10	cursor-specialist-structure-output.txt	exonerated	EXONERATE	partially-true	nit	weak	false	EXONERATE	true	nit	adequate	false	EXONERATE	partially-true	nit	adequate	false
FINDING_11	cursor-specialist-structure-output.txt	neutral	YES	true	nit	adequate	false	EXONERATE	true	nit	weak	false	NO	partially-true	nit	no-fix	false
FINDING_12	cursor-specialist-testing-output.txt|cursor-specialist-plan-fidelity-output.txt|dyn-resume-fsm-output.txt|dyn-state-persistence-output.txt|dyn-postmerge-idempotence-output.txt	accepted	YES	true	major	good	false	YES	true	major	adequate	false	YES	true	major	excellent	false
FINDING_13	cursor-specialist-testing-output.txt|cursor-specialist-plan-fidelity-output.txt	accepted	YES	true	minor	good	false	YES	true	minor	adequate	false	YES	true	major	good	false
FINDING_14	cursor-specialist-testing-output.txt|cursor-specialist-plan-fidelity-output.txt	accepted	YES	true	minor	good	false	YES	true	major	adequate	false	YES	true	major	good	false
FINDING_15	cursor-specialist-testing-output.txt	accepted	YES	true	minor	good	false	YES	true	minor	adequate	false	YES	true	major	good	false
FINDING_16	cursor-specialist-testing-output.txt|cursor-specialist-plan-fidelity-output.txt|dyn-resume-fsm-output.txt	accepted	YES	true	nit	good	false	YES	true	minor	adequate	false	YES	true	minor	good	false
FINDING_17	cursor-specialist-testing-output.txt|cursor-specialist-plan-fidelity-output.txt	accepted	YES	true	minor	good	false	YES	true	minor	adequate	false	YES	true	minor	good	false
FINDING_18	cursor-specialist-testing-output.txt	accepted	YES	true	minor	good	false	YES	true	minor	adequate	false	YES	true	minor	good	false
FINDING_19	cursor-specialist-testing-output.txt|cursor-specialist-plan-fidelity-output.txt|dyn-resume-fsm-output.txt	accepted	YES	true	nit	adequate	false	YES	true	minor	adequate	false	EXONERATE	true	nit	adequate	false
FINDING_2	cursor-specialist-structure-output.txt	exonerated	EXONERATE	uncertain	minor	weak	true	EXONERATE	true	nit	adequate	false	YES	true	minor	excellent	false
FINDING_20	cursor-specialist-security-output.txt|dyn-state-injection-output.txt	exonerated	EXONERATE	partially-true	nit	weak	false	EXONERATE	partially-true	minor	weak	false	EXONERATE	partially-true	minor	weak	false
FINDING_21	cursor-specialist-security-output.txt	exonerated	EXONERATE	partially-true	nit	weak	false	EXONERATE	true	minor	weak	false	EXONERATE	true	nit	weak	false
FINDING_22	cursor-specialist-plan-fidelity-output.txt	accepted	YES	partially-true	minor	adequate	true	YES	true	major	adequate	false	EXONERATE	partially-true	minor	adequate	false
FINDING_23	dyn-resume-fsm-output.txt	neutral	NO	false-positive	nit	weak	false	YES	true	major	adequate	false	EXONERATE	partially-true	minor	adequate	false
FINDING_24	dyn-resume-fsm-output.txt	exonerated	EXONERATE	partially-true	nit	weak	false	EXONERATE	true	nit	weak	false	EXONERATE	true	nit	adequate	false
FINDING_25	dyn-state-persistence-output.txt	accepted	YES	true	major	good	false	YES	true	major	adequate	false	YES	true	major	excellent	false
FINDING_26	dyn-state-persistence-output.txt	neutral	YES	true	minor	adequate	false	EXONERATE	partially-true	minor	weak	false	NO	false-positive	nit	no-fix	false
FINDING_27	dyn-ci-cap-loop-output.txt	accepted	YES	uncertain	major	adequate	true	YES	true	major	adequate	false	YES	true	major	good	false
FINDING_28	dyn-ci-cap-loop-output.txt	exonerated	YES	uncertain	minor	adequate	true	EXONERATE	partially-true	minor	weak	false	EXONERATE	true	nit	adequate	false
FINDING_29	dyn-ci-cap-loop-output.txt	exonerated	YES	uncertain	nit	adequate	true	EXONERATE	true	nit	adequate	false	EXONERATE	true	nit	weak	false
FINDING_3	cursor-specialist-structure-output.txt	exonerated	EXONERATE	partially-true	nit	weak	false	EXONERATE	true	minor	weak	false	EXONERATE	true	nit	adequate	false
FINDING_30	dyn-state-injection-output.txt	exonerated	EXONERATE	partially-true	nit	weak	false	YES	true	minor	good	false	EXONERATE	true	nit	weak	false
FINDING_31	dyn-state-injection-output.txt	exonerated	YES	true	nit	adequate	false	EXONERATE	true	minor	weak	false	EXONERATE	true	nit	weak	false
FINDING_32	dyn-state-injection-output.txt	rejected	NO	false-positive	nit	no-fix	false	NO	partially-true	nit	no-fix	false	NO	false-positive	nit	no-fix	false
FINDING_33	dyn-state-injection-output.txt	rejected	NO	false-positive	nit	no-fix	false	NO	false-positive	nit	no-fix	false	NO	false-positive	nit	no-fix	false
