finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_1	cursor-specialist-correctness-output.txt	neutral	YES	true	major	good	false	cursor-validity	NO	partially-true	minor	adequate	false	cursor-plan-fidelity	NO	partially-true	minor	good	false	cursor-pragmatism
FINDING_2	cursor-specialist-correctness-output.txt	rejected	NO	true	minor	good	false	cursor-validity	NO	true	minor	adequate	false	cursor-plan-fidelity	NO	true	minor	good	false	cursor-pragmatism
FINDING_3	cursor-specialist-correctness-output.txt	rejected	NO	true	nit	adequate	false	cursor-validity	NO	true	nit	good	false	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism
FINDING_4	cursor-specialist-correctness-output.txt	rejected	NO	partially-true	minor	good	false	cursor-validity	NO	true	minor	adequate	false	cursor-plan-fidelity	NO	true	minor	good	false	cursor-pragmatism
FINDING_5	cursor-specialist-correctness-output.txt	rejected	NO	true	minor	adequate	false	cursor-validity	NO	true	minor	adequate	false	cursor-plan-fidelity	NO	true	minor	adequate	false	cursor-pragmatism
FINDING_6	cursor-specialist-correctness-output.txt	rejected	NO	true	minor	adequate	false	cursor-validity	NO	true	nit	adequate	false	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism
FINDING_7	cursor-specialist-edge-cases-output.txt	rejected	NO	false-positive	uncertain	no-fix	true	cursor-validity	NO	false-positive	nit	no-fix	false	cursor-plan-fidelity	NO	false-positive	nit	no-fix	false	cursor-pragmatism
FINDING_8	cursor-specialist-edge-cases-output.txt	rejected	NO	false-positive	uncertain	no-fix	true	cursor-validity	NO	false-positive	nit	no-fix	false	cursor-plan-fidelity	NO	false-positive	nit	no-fix	false	cursor-pragmatism
FINDING_9	cursor-specialist-edge-cases-output.txt	rejected	NO	true	minor	good	false	cursor-validity	NO	true	minor	adequate	false	cursor-plan-fidelity	NO	true	minor	good	false	cursor-pragmatism
FINDING_10	cursor-specialist-edge-cases-output.txt	rejected	NO	partially-true	minor	good	false	cursor-validity	NO	true	minor	adequate	false	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism
FINDING_11	cursor-specialist-edge-cases-output.txt	rejected	NO	true	nit	adequate	false	cursor-validity	NO	true	nit	good	false	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism
FINDING_12	cursor-specialist-testing-output.txt	rejected	NO	true	nit	adequate	false	cursor-validity	NO	true	nit	adequate	false	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism
FINDING_13	cursor-specialist-testing-output.txt	rejected	NO	true	minor	good	false	cursor-validity	NO	true	minor	adequate	false	cursor-plan-fidelity	NO	partially-true	minor	good	false	cursor-pragmatism
FINDING_14	codex-generic-output.txt	rejected	NO	true	major	excellent	false	cursor-validity	NO	partially-true	minor	good	false	cursor-plan-fidelity	NO	partially-true	minor	good	false	cursor-pragmatism
FINDING_15	dyn-state-machine-output.txt	rejected	NO	partially-true	minor	excellent	false	cursor-validity	NO	true	minor	good	false	cursor-plan-fidelity	NO	true	minor	good	false	cursor-pragmatism
FINDING_16	dyn-state-machine-output.txt	rejected	NO	true	minor	excellent	false	cursor-validity	NO	true	minor	good	false	cursor-plan-fidelity	NO	partially-true	minor	good	false	cursor-pragmatism
FINDING_17	dyn-state-machine-output.txt	rejected	NO	partially-true	minor	good	false	cursor-validity	NO	partially-true	minor	good	false	cursor-plan-fidelity	NO	partially-true	minor	good	false	cursor-pragmatism
FINDING_18	dyn-state-machine-output.txt	rejected	NO	true	minor	good	false	cursor-validity	NO	partially-true	minor	good	false	cursor-plan-fidelity	NO	partially-true	minor	good	false	cursor-pragmatism
FINDING_19	dyn-state-machine-output.txt	rejected	NO	true	minor	adequate	false	cursor-validity	NO	true	minor	adequate	false	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism
FINDING_20	dyn-state-machine-output.txt	rejected	NO	true	minor	adequate	false	cursor-validity	NO	true	nit	adequate	false	cursor-plan-fidelity	NO	true	minor	adequate	false	cursor-pragmatism
