finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Cursor-Arch, Cursor-Pragmatic	accepted	NO	partially-true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_2	Cursor-Arch	accepted	NO	false-positive	nit	no-fix	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_3	Codex-Arch, Codex-Innovation, Cursor-dyn-Pre Vote Gate Correctness, Codex-dyn-Pre Vote Gate Correctness	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_4	Cursor-Innovation, Cursor-Pragmatic, Codex-Pragmatic, Codex-Generic, Cursor-dyn-Pre Vote Gate Correctness	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_5	Codex-Innovation	accepted	YES	true	blocker	excellent	false	Claude	YES	true	blocker	good	false	Codex	YES	true	major	adequate	false	Cursor	blocking	in_scope
FINDING_6	Cursor-Pragmatic	accepted	NO	partially-true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_7	Cursor-Requirements	neutral	NO	true	nit	adequate	false	Claude	YES	true	minor	good	false	Codex	NO	true	minor	good	false	Cursor	important	in_scope
FINDING_8	Cursor-Innovation	rejected	NO	true	minor	adequate	false	Claude	NO	true	nit	good	false	Codex	NO	true	nit	good	false	Cursor	important	in_scope
OOS_1	Cursor-Arch	rejected	NO	true	nit	adequate	false	Claude	NO	true	nit	good	false	Codex	NO	true	nit	good	false	Cursor	nit	oos
OOS_2	Cursor-Arch	neutral	YES	true	minor	good	false	Claude	NO	true	minor	good	false	Codex	NO	true	major	good	false	Cursor	latent	oos
OOS_3	Cursor-Innovation	neutral	NO	true	minor	adequate	false	Claude	NO	true	minor	adequate	false	Codex	YES	true	minor	good	false	Cursor	latent	oos
OOS_4	Cursor-Pragmatic	neutral	NO	true	minor	adequate	false	Claude	NO	true	minor	adequate	false	Codex	YES	true	minor	good	false	Cursor	latent	oos
OOS_5	Cursor-Pragmatic	rejected	NO	partially-true	nit	adequate	false	Claude	NO	true	nit	good	false	Codex	NO	partially-true	minor	adequate	false	Cursor	latent	oos
