finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain
FINDING_1	cursor-specialist-structure-output.txt|cursor-specialist-edge-cases-output.txt	accepted	YES	true	minor	adequate	false	YES	true	major	good	false	YES	true	minor	good	false
FINDING_10	cursor-specialist-structure-output.txt	exonerated	EXONERATE	true	nit	weak	false	EXONERATE	true	nit	adequate	false	EXONERATE	true	nit	good	false
FINDING_11	cursor-specialist-structure-output.txt	exonerated	EXONERATE	true	nit	weak	false	EXONERATE	true	nit	adequate	false	EXONERATE	true	nit	good	false
FINDING_12	cursor-specialist-edge-cases-output.txt	exonerated	EXONERATE	true	nit	weak	false	EXONERATE	true	nit	weak	false	EXONERATE	partially-true	nit	weak	true
FINDING_13	cursor-specialist-correctness-output.txt	exonerated	JUDGE_ERROR				true	EXONERATE	true	nit	good	false	EXONERATE	true	minor	good	false
FINDING_14	cursor-specialist-edge-cases-output.txt	rejected	JUDGE_ERROR				true	NO	partially-true	nit	no-fix	false	NO	false-positive	nit	no-fix	false
FINDING_15	cursor-specialist-plan-fidelity-output.txt	rejected	JUDGE_ERROR				true	NO	false-positive	nit	no-fix	false	NO	false-positive	nit	no-fix	false
FINDING_16	cursor-specialist-plan-fidelity-output.txt	rejected	JUDGE_ERROR				true	NO	partially-true	nit	no-fix	false	NO	partially-true	nit	no-fix	false
FINDING_17	cursor-specialist-plan-fidelity-output.txt	rejected	JUDGE_ERROR				true	NO	partially-true	nit	no-fix	false	NO	partially-true	nit	no-fix	false
FINDING_2	cursor-specialist-structure-output.txt|cursor-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt	accepted	YES	true	minor	adequate	false	YES	true	major	adequate	false	YES	true	major	adequate	false
FINDING_3	cursor-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt	accepted	EXONERATE	true	minor	adequate	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_4	cursor-specialist-structure-output.txt|cursor-specialist-testing-output.txt	accepted	YES	true	minor	excellent	false	YES	true	major	good	false	YES	true	minor	good	false
FINDING_5	cursor-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt	exonerated	EXONERATE	true	nit	adequate	false	EXONERATE	true	nit	adequate	false	EXONERATE	true	minor	adequate	false
FINDING_6	cursor-specialist-correctness-output.txt	exonerated	EXONERATE	partially-true	nit	adequate	true	EXONERATE	true	nit	adequate	false	EXONERATE	true	minor	adequate	false
FINDING_7	cursor-specialist-security-output.txt	exonerated	EXONERATE	true	nit	adequate	false	EXONERATE	partially-true	nit	adequate	false	EXONERATE	partially-true	nit	adequate	false
FINDING_8	cursor-specialist-edge-cases-output.txt	exonerated	EXONERATE	true	nit	weak	false	EXONERATE	true	nit	weak	false	EXONERATE	true	nit	weak	false
FINDING_9	cursor-specialist-correctness-output.txt	rejected	EXONERATE	true	nit	weak	false	NO	partially-true	nit	adequate	false	NO	false-positive	nit	adequate	false
