finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Cursor-Arch, Cursor-Pragmatic, Codex-Generic	accepted	YES	true	major	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_2	Cursor-Arch	accepted	YES	true	major	adequate	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_3	Cursor-Arch, Cursor-Pragmatic, Cursor-Requirements, Codex-Generic	accepted	YES	true	major	adequate	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_4	Cursor-Arch, Cursor-Innovation, Cursor-Pragmatic	accepted	YES	true	minor	adequate	false	Claude	NO	true	minor	good	false	Codex	YES	true	major	good	false	Cursor	important	in_scope
FINDING_5	Cursor-Innovation, Cursor-Pragmatic	accepted	YES	true	major	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_6	Cursor-Innovation	neutral	YES	true	major	adequate	false	Claude	NO	false-positive	nit	weak	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important	in_scope
FINDING_7	Cursor-Pragmatic, Codex-Generic	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_8	Codex-Generic	accepted	YES	true	blocker	adequate	false	Claude	YES	partially-true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_9	Cursor-Innovation	accepted	YES	true	major	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_10	Cursor-Requirements	accepted					true	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
OOS_1	Cursor-Innovation	rejected	NO	true		adequate	true	Claude	NO	true	nit	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	latent	oos
OOS_2	Cursor-Innovation	rejected	NO	false-positive		adequate	true	Claude	NO	true	minor	adequate	false	Codex	NO	true	minor	adequate	false	Cursor	latent	oos
OOS_3	Cursor-Innovation	rejected	NO	true		adequate	true	Claude	NO	true	nit	adequate	false	Codex	NO	true	minor	adequate	false	Cursor	latent	oos
OOS_4	Cursor-Pragmatic	rejected	NO	true		adequate	true	Claude	NO	true	nit	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	latent	oos
OOS_5	Cursor-Pragmatic	rejected	NO	false-positive		adequate	true	Claude	NO	true	minor	adequate	false	Codex	NO	true	minor	adequate	false	Cursor	latent	oos
OOS_6	Cursor-Pragmatic	rejected	NO	true		adequate	true	Claude	NO	true	minor	adequate	false	Codex	NO	true	minor	adequate	false	Cursor	latent	oos
