archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
correctness	correctness	1	1	1	0	1.000000
correctness	correctness	1	3	3	0	1.000000
edge-cases	correctness	1	2	1	1	0.500000
edge-cases	correctness	1	1	1	0	1.000000
testing	risk-integration	1	1	1	0	1.000000
testing	risk-integration	1	1	1	0	1.000000
dyn-stream-contracts	correctness	1	1	1	0	1.000000
dyn-stream-contracts-codex	correctness	1	0	0	0	n/a
dyn-redaction-chain	risk-integration	1	1	0	1	0.000000
dyn-redaction-chain-codex	risk-integration	1	0	0	0	n/a
dyn-makefile-cutover	risk-integration	1	2	0	1	0.000000
dyn-makefile-cutover-codex	risk-integration	1	0	0	0	n/a
