finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch	accepted	NO	partially-true	minor	adequate	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_2	Cursor-Innovation	accepted	YES	true	major	good	false	Claude	NO	partially-true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_3	Codex-Innovation	accepted	YES	true	major	adequate	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_4	Cursor-Pragmatic, Cursor-Requirements	neutral	NO	true	minor	adequate	false	Claude	NO	false-positive	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_5	Codex-Pragmatic	accepted	NO	true	minor	adequate	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_6	Codex-Requirements	accepted	NO	true	minor	adequate	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_7	Codex-Arch	neutral	NO	true	minor	adequate	false	Claude	YES	true	minor	excellent	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important
FINDING_8	Codex-Arch	neutral	NO	true	minor	adequate	false	Claude	YES	true	minor	excellent	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important
FINDING_9	Codex-Innovation	neutral	NO	true	minor	adequate	false	Claude	YES	true	minor	excellent	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important
FINDING_10	Codex-Innovation	neutral	NO	true	minor	adequate	false	Claude	YES	true	minor	excellent	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important
FINDING_11	Codex-Pragmatic	neutral	NO	true	minor	adequate	false	Claude	YES	true	minor	excellent	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important
FINDING_12	Codex-Pragmatic	neutral	NO	true	minor	adequate	false	Claude	YES	true	minor	excellent	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important
FINDING_13	Codex-Requirements	neutral	NO	true	minor	adequate	false	Claude	YES	true	minor	excellent	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important
FINDING_14	Codex-Requirements	neutral	NO	true	minor	adequate	false	Claude	YES	true	minor	excellent	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important
OOS_1	Cursor-Pragmatic	accepted	YES	true		good	true	Claude	NO	partially-true	minor	weak	false	Codex	YES	true	minor	good	false	Cursor	latent
OOS_2	Cursor-Pragmatic	accepted	YES	true		good	true	Claude	YES	true	minor	good	false	Codex	YES	true	minor	good	false	Cursor	latent
