finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch	neutral	NO	false-positive	blocker	good	false	Claude	YES	true	blocker	good	false	Codex	NO	false-positive	blocker	excellent	false	Cursor	blocking
FINDING_2	Codex-Arch	neutral	NO	false-positive	blocker	good	false	Claude	YES	true	blocker	excellent	false	Codex	NO	false-positive	blocker	excellent	false	Cursor	blocking
FINDING_3	Codex-Arch	neutral	NO	false-positive		good	true	Claude	YES	true	major	good	false	Codex	NO	false-positive	major	excellent	false	Cursor	important
FINDING_4	Codex-Arch	neutral	NO	false-positive		adequate	true	Claude	YES	true	major	good	false	Codex	NO	false-positive	major	excellent	false	Cursor	important
FINDING_5	Cursor-Innovation	rejected	NO	partially-true		adequate	true	Claude	NO	partially-true	minor	good	false	Codex	NO	partially-true	major	good	false	Cursor	important
FINDING_6	Codex-Innovation	rejected	NO	partially-true		adequate	true	Claude	NO	false-positive	nit	adequate	false	Codex	NO	partially-true	major	good	false	Cursor	important
FINDING_7	Codex-Innovation	neutral	NO	false-positive		good	true	Claude	YES	true	major	excellent	false	Codex	NO	false-positive	major	excellent	false	Cursor	important
FINDING_8	Codex-Innovation	neutral	NO	false-positive		adequate	true	Claude	YES	true	major	good	false	Codex	NO	false-positive	major	excellent	false	Cursor	important
FINDING_9	Codex-Innovation	neutral	NO	false-positive		good	true	Claude	YES	true	major	good	false	Codex	NO	false-positive	major	excellent	false	Cursor	important
FINDING_10	Cursor-Pragmatic	neutral	NO	false-positive	blocker	good	false	Claude	YES	true	major	good	false	Codex	NO	false-positive	blocker	excellent	false	Cursor	blocking
FINDING_11	Codex-Pragmatic	neutral	NO	false-positive		adequate	true	Claude	YES	true	major	excellent	false	Codex	NO	false-positive	major	excellent	false	Cursor	important
FINDING_12	Codex-Pragmatic	rejected	NO	partially-true		adequate	true	Claude	NO	false-positive	nit	adequate	false	Codex	NO	partially-true	major	good	false	Cursor	important
FINDING_13	Codex-Pragmatic	neutral	NO	false-positive		adequate	true	Claude	YES	true	major	good	false	Codex	NO	false-positive	major	excellent	false	Cursor	important
FINDING_14	Codex-Pragmatic	neutral	NO	false-positive		good	true	Claude	YES	true	major	good	false	Codex	NO	false-positive	major	excellent	false	Cursor	important
FINDING_15	Codex-Pragmatic	neutral	NO	false-positive		adequate	true	Claude	YES	true	major	good	false	Codex	NO	false-positive	major	excellent	false	Cursor	important
FINDING_16	Cursor-Requirements	neutral	NO	false-positive		adequate	true	Claude	YES	true	major	good	false	Codex	NO	false-positive	major	excellent	false	Cursor	important
FINDING_17	Cursor-Requirements	neutral	NO	false-positive		adequate	true	Claude	YES	partially-true	major	adequate	false	Codex	NO	partially-true	major	good	false	Cursor	important
FINDING_18	Cursor-Requirements	rejected	NO	partially-true		adequate	true	Claude	NO	partially-true	minor	good	false	Codex	NO	partially-true	major	good	false	Cursor	important
FINDING_19	Codex-Requirements	rejected	NO	partially-true		adequate	true	Claude	NO	false-positive	nit	adequate	false	Codex	NO	partially-true	major	good	false	Cursor	important
FINDING_20	Codex-Requirements	neutral	NO	false-positive		adequate	true	Claude	YES	true	major	good	false	Codex	NO	false-positive	major	excellent	false	Cursor	important
FINDING_21	Codex-Requirements	neutral	NO	false-positive		adequate	true	Claude	YES	true	major	good	false	Codex	NO	false-positive	major	excellent	false	Cursor	important
FINDING_22	Codex-dyn-Deps Guardrails	neutral	NO	false-positive	blocker	good	false	Claude	YES	true	blocker	good	false	Codex	NO	false-positive	blocker	excellent	false	Cursor	blocking
FINDING_23	Codex-dyn-Deps Guardrails	neutral	NO	false-positive		weak	true	Claude	YES	true	blocker	good	false	Codex	NO	partially-true	major	adequate	false	Cursor	important
