finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-correctness|cursor-specialist-edge-cases	accepted	YES	true	major	excellent	false	cursor-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_2	codex-specialist-correctness	rejected	NO	true	minor	good	false	cursor-validity	NO	false-positive	minor	adequate	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	in_scope
FINDING_3	cursor-specialist-correctness|codex-specialist-correctness|codex-specialist-edge-cases|codex-generalist|dyn-dyn-codex-pricing-split	accepted	YES	true	major	excellent	false	cursor-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_4	cursor-specialist-correctness	rejected	NO	true	nit	adequate	false	cursor-validity	NO	partially-true	major	good	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	in_scope
FINDING_5	dyn-dyn-codex-pricing-split	neutral	YES	true	major	excellent	false	cursor-validity	NO	false-positive	minor	adequate	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	in_scope
FINDING_6	cursor-specialist-edge-cases	rejected	NO	true	minor	adequate	false	cursor-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	true	minor	good	false	codex-pragmatism	in_scope
FINDING_7	cursor-specialist-correctness	neutral	YES	true	minor	good	false	cursor-validity	NO	true	nit	adequate	false	codex-plan-fidelity	NO	true	nit	good	false	codex-pragmatism	oos
FINDING_8	cursor-specialist-testing	rejected	NO	true	minor	good	false	cursor-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	minor	adequate	false	codex-pragmatism	in_scope
FINDING_9	cursor-specialist-testing	rejected	NO	true	minor	good	false	cursor-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	minor	adequate	false	codex-pragmatism	in_scope
FINDING_10	codex-specialist-testing	neutral	NO	partially-true	minor	adequate	true	cursor-validity	NO	false-positive	minor	adequate	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
