archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	4	0	0	0.000000
correctness	correctness	1	1	0	0	0.000000
testing	risk-integration	1	1	1	0	1.000000
security	security	1	0	0	0	n/a
edge-cases	correctness	1	3	2	0	0.666667
plan-fidelity	architecture	1	0	0	0	n/a
dyn-ship-resume	risk-integration	1	3	3	0	1.000000
dyn-state-hygiene	security	1	4	0	0	0.000000
dyn-pause-restore	correctness	1	0	0	0	n/a
dyn-route-contract	risk-integration	1	2	2	0	1.000000
dyn-sentinel-publish	correctness	1	0	0	0	n/a
dyn-harness-realism	correctness	1	4	2	0	0.500000
