finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Cursor-Arch, Cursor-Pragmatic, Codex-Pragmatic, Cursor-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	major	in_scope
FINDING_2	Cursor-Arch, Codex-Pragmatic, Cursor-Requirements, Cursor-dyn-Tmpdir Ratchet Reviewer, Codex-Requirements, Codex-dyn-Tmpdir Ratchet Reviewer	accepted	YES	true	major	good	false	Claude	NO	false-positive	nit	no-fix	false	Codex	YES	true	major	excellent	false	Cursor	major	in_scope
FINDING_3	Cursor-Arch, Cursor-Pragmatic, Cursor-dyn-Tmpdir Ratchet Reviewer, Codex-Requirements	accepted	YES	true	major	good	false	Claude	YES	partially-true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor	major	in_scope
FINDING_4	Cursor-Arch, Codex-Arch, Cursor-Pragmatic, Cursor-Requirements, Codex-Requirements, Cursor-dyn-Tmpdir Ratchet Reviewer, Codex-dyn-Tmpdir Ratchet Reviewer	accepted	YES	true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	major	in_scope
FINDING_5	Cursor-Innovation	neutral	NO	false-positive	minor	adequate	false	Claude	YES	true	major	good	false	Codex	NO	true	minor	good	false	Cursor	major	oos
FINDING_6	Cursor-Innovation	neutral	NO	false-positive	minor	adequate	false	Claude	YES	true	major	good	false	Codex	NO	true	minor	good	false	Cursor	major	oos
FINDING_7	Cursor-Innovation	neutral	NO	false-positive	minor	adequate	false	Claude	YES	true	minor	good	false	Codex	NO	true	minor	adequate	false	Cursor	minor	in_scope
FINDING_8	Cursor-Pragmatic	accepted	YES	true	minor	adequate	false	Claude	YES	true	minor	good	false	Codex	YES	true	minor	excellent	false	Cursor	minor	in_scope
FINDING_9	Cursor-Requirements	accepted	YES	true	minor	good	false	Claude	NO	partially-true	nit	no-fix	false	Codex	YES	true	minor	excellent	false	Cursor	minor	in_scope
FINDING_10	Codex-Requirements	rejected	NO	true	minor	good	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	partially-true	minor	good	false	Cursor	major	in_scope
FINDING_11	Codex-dyn-Tmpdir Ratchet Reviewer	accepted	YES	true	minor	excellent	false	Claude	NO	partially-true	nit	no-fix	false	Codex	YES	true	major	excellent	false	Cursor	major	in_scope
FINDING_12	Cursor-Innovation	neutral	NO	partially-true	nit	good	false	Claude	NO	partially-true	nit	no-fix	false	Codex	YES	true	minor	excellent	false	Cursor	minor	in_scope
OOS_1	Cursor-Arch	accepted	YES	true	minor	adequate	false	Claude	NO	false-positive	minor	adequate	false	Codex	YES	true	minor	good	false	Cursor	minor	oos
OOS_2	Cursor-Innovation	accepted	YES	true	minor	adequate	false	Claude	YES	true	minor	good	false	Codex	YES	true	minor	good	false	Cursor	minor	oos
OOS_3	Cursor-Innovation	accepted	YES	true	minor	adequate	false	Claude	YES	true	minor	good	false	Codex	YES	true	minor	good	false	Cursor	minor	oos
OOS_4	Cursor-Innovation	accepted	YES	true	minor	adequate	false	Claude	YES	true	minor	good	false	Codex	YES	true	minor	good	false	Cursor	minor	oos
OOS_5	Cursor-Pragmatic	neutral	YES	true	minor	good	false	Claude	NO	false-positive	minor	adequate	false	Codex	NO	true	minor	good	false	Cursor	minor	oos
OOS_6	Cursor-Pragmatic	accepted	YES	true	minor	good	false	Claude	NO	false-positive	minor	adequate	false	Codex	YES	true	minor	good	false	Cursor	minor	oos
OOS_7	Cursor-Requirements	rejected	NO	true	minor	good	false	Claude	NO	false-positive	minor	adequate	false	Codex	NO	true	minor	good	false	Cursor	minor	oos
OOS_8	Cursor-Requirements	rejected	NO	true	minor	good	false	Claude	NO	false-positive	minor	adequate	false	Codex	NO	true	minor	good	false	Cursor	minor	oos
OOS_9	Cursor-Requirements	accepted	YES	true	minor	good	false	Claude	NO	false-positive	minor	adequate	false	Codex	YES	true	minor	good	false	Cursor	minor	oos
OOS_10	Cursor-dyn-Tmpdir Ratchet Reviewer	rejected	NO	true	minor	good	false	Claude	NO	false-positive	minor	adequate	false	Codex	NO	true	minor	good	false	Cursor	minor	oos
