1	relocating recovery prose without reconciling empty vs non-empty premature-notification branching risks `/implement` following a global “probe only after empty `<task-notification>`” rule before the implement carve-out, and probing `/design` sentinels. never #3/#4 currently open with that empty-notification qualifier, while `skills/shared/design-background-wait.md` and live `/design` anti-patterns require the opposite for step 3: non-empty premature output may trigger one foreground sentinel probe; empty output must yield without probing (#5240).
1	the plan moves anti-patterns never #4 prose into `skills/shared/design-background-wait.md` but does not require relocating the harness-pinned step 3 completion rule: completion probing must use `.completed/step-3-terminal` and must not treat `.step3-review-result.env` as the completion condition (`scripts/test-implement-anti-polling-rule.sh` pins this; source today is `skills/design/skill.md` anti-patterns). the plan lists `.step3-review-result.env` only under forbidden sentinels without the paired must/must-not sentence, so harness coverage can fail or silently drop.
1	listing `.step3-review-result.env` as an unqualified forbidden sentinel in `design-background-wait.md` can contradict step 3’s envelope gate, which still requires a readable `.step3-review-result.env` after `.completed/step-3-terminal` before parsing. an unqualified forbidden entry may block legitimate post-terminal parsing.
1	the plan trims `skills/implement/skill.md` never #8 to a compact stub plus lazy-read of `orchestrator-never.md` but does not require retaining harness-pinned always-loaded literals (`scripts/test-implement-anti-polling-rule.sh` lines 354–376): e.g. “end the turn and wait for the next `<task-notification>`; do not probe `$design_tmpdir` or design-only sentinels”, absent implement terminal sentinels, and the intentional `/implement` vs `/design` asymmetry sentence. §103–113 says retarget the harness but does not map each pin to stub vs `orchestrator-never.md`. an implementer can pass a terse stub and break `make lint` or drop the always-loaded do-not-probe-design-sentinels guard.
1	`scripts/test-design-structure.sh` still asserts detailed step 3 recovery prose and foreground-probe wording that the plan removes from `skills/design/skill.md`. the plan marks this harness only as `[may_update]`, so the trim will trip lint and block the change.
1	skills/shared/design-background-wait.md:1-46 [scope-reduction] migration list omits the notification-refire platform assumption removed from skills/design/skill.md never #4. scenario: trimming never #4 drops the only /design-local statement that the background task re-fires `<task-notification>` on completion; recovery turns may wait for a second notification that the contract says will not arrive
1	skills/implement/skill.md:46-46 [scope-reduction] implement never #8 still unconditionally cites orchestrator-never.md in always-loaded text. scenario: the issue mechanism forbids unconditional `orchestrator-never.md` loads and routes detailed recovery to a lazy read on premature notification; the existing `see … orchestrator-never.md` hot-path reference keeps a large shared file effectively always loaded and undercuts the stated savings
1	skills/implement/skill.md:46 [scope-reduction] plan does not require removing the always-loaded see orchestrator-never.md pointer from never #8. scenario: the unconditional see line can still pull the large shared file on every /implement turn, opposing the no force-load mechanism
2	the plan moves the notification-refire platform assumption out of `skills/design/skill.md` never #4 into shared recovery authority, but the explicit `### updated: skills/shared/design-background-wait.md` bullet list does not require preserving it there while only listing it under `orchestrator-never.md`. `/design` premature-notification recovery lazy-reads `design-background-wait.md`, not `orchestrator-never.md`. an implementer following that section alone can drop the only statement that the backgrounded task re-fires `<task-notification>` on completion, leaving wait-when-absent recovery under-specified in the file the plan names as `/design` detailed recovery authority.
2	the harness retarget list omits `scripts/test-implement-anti-polling-rule.sh` lines 387–388, which still require `never launch a background recovery waiter` in `skills/design/skill.md`. the plan retargets other anti-patterns literals (382–384, 390–392, 394–396, 406–408) to `design-background-wait.md` but not 387–388. the design stub spec (lines 25–31) also omits this compact token. trimming never #4 without keeping the literal in the stub or retargeting the assertion will fail `make lint`.
2	implement never #8 stub bullets (plan lines 50–59) omit the harness-pinned literal `do not fall back to monitor` required by `scripts/test-implement-anti-polling-rule.sh` lines 374–376. the plan says to keep harness-pinned always-loaded literals in the stub, but if the enumerated implement list does not include this exact string, a minimal trim can drop it while still satisfying the paraphrased bullets, breaking ci.
2	implement never #8 stub pins notification-only recovery only for empty premature stdout. always-loaded text that says "empty stdout" only conflicts with agents.md, which still advertises `/design` foreground-probe recovery on non-empty premature output, so an `/implement` orchestrator can probe `$design_tmpdir` or design sentinels before the lazy-read of `orchestrator-never.md`.
2	harness retarget at plan lines 150–151 moves the pinned literal `foreground terminal-sentinel probe: after a premature notification with non-empty task output` from `skills/design/skill.md` to `design-background-wait.md`, but the file’s explicit add list never names that substring. `scripts/test-implement-anti-polling-rule.sh` line 396 will be repointed to `design-background-wait.md` while the prose is deleted from `skills/design/skill.md`; an implementer following only bullets 109–131 can drop the exact pinned sentence and fail `make lint` even though “detailed foreground-probe” moved in principle.
2	skills/shared/design-background-wait.md:17-24 [scope-reduction] accepted finding_9 fix incomplete: `design-background-wait.md` updated bullets omit the notification-refire platform assumption while `skills/design/skill.md` line 40 still says to relocate it there. scenario: /design lazy-reads `design-background-wait.md` on premature recovery, not `orchestrator-never.md`; moving the assumption only to orchestrator-never (plan line 99) leaves /design recovery without the wait-when-absent / no-second-notification contract
3	the plan’s `/design` never #4 stub keep-list (plan.txt:25–31) paraphrases foreground-probe primary guidance instead of requiring the harness-exact literal `the sanctioned recovery path is one foreground, non-sleeping terminal-sentinel probe per recovery turn` pinned at `scripts/test-implement-anti-polling-rule.sh` lines 382–384. an implementer can write valid-looking stub prose without that substring; `bash scripts/test-implement-anti-polling-rule.sh` fails even when recovery behavior is otherwise correct.
3	the plan’s `orchestrator-never.md` split and harness-retarget enumeration (plan.txt:87–107 and related rows ~157–164) omit explicit retargets for two ci pins that still require substrings inside `skills/shared/orchestrator-never.md` after never #3 is rewritten: (a) lines 330–332, which pin `the sanctioned recovery path is one foreground terminal-sentinel probe per explicit recovery turn`; and (b) lines 402–404, which pin `prefix the probe with a single \`design_tmpdir=<absolute-path>;\` assignment`. the plan retargets design-skill and shared-wait literals but not these orchestrator-never checks. a faithful never #3/#4 split can delete or rephrase those literals while satisfying plan prose, leaving `make lint` red—or force retaining /design-only prose in `orchestrator-never.md`, undermining the split.
4	plan.txt:186-187 [scope-reduction] harness plan pins only an opening negative assertion for the global empty-notification qualifier; it does not require removing mid-body `only after an empty` / `only after the empty` phrasing still present in `skills/shared/orchestrator-never.md` never #3 and #4.. scenario: an implementer can satisfy line 186 while leaving never #3's carve-out gated on empty notifications only (`orchestrator-never.md:9`) and never #4's `/design` exception on empty-only early fire (`orchestrator-never.md:11`). `/implement` premature-notification recovery lazy-reads this file; residual empty-only wording can re-authorize foreground probing or contradict the all-premature notification-only implement stub.
5	the plan's `### updated: scripts/test-design-structure.sh` mirror block for empty-qualifier removal (plan ~222–226) requires `not_contains` checks on `orchestrator-never.md` but leaves the `for:` list blank. the anti-polling harness block (plan ~179–186) names the two literals, but an implementer following only the design-structure subsection can add positive split-branch smoke checks without mirror negatives. mid-body `only after an empty` / `only after the empty` carve-outs could survive in `orchestrator-never.md` while `test-design-structure.sh` still passes, especially if the anti-polling harness is bypassed or regresses.
5	plan line ~208 requires updating `skills/implement/skill.md` lines 358–360 for all-premature notification-only recovery wording but pins no exact harness substrings. the existing check matches only `end the turn and wait for the next \`<task-notification>\`; do not probe \`$design_tmpdir\`...` and does not ban empty-stdout-only as the sole premature-notification qualifier. ci can pass if never #8 regresses to `fires prematurely with empty stdout` gating while still satisfying the do-not-probe substring, re-opening design-sentinel probing on non-empty premature notifications.
5	split-branch positive pin guidance for `$orch_never_md` (plan ~188–193) cites the harness literal `foreground terminal-sentinel probe: after a premature notification with non-empty task output` as an example, even though the plan retargets that substring to `skills/shared/design-background-wait.md`, not `orchestrator-never.md`. an implementer can satisfy the positive orch_never assertion by copying the relocated design-wait literal into shared never prose (duplicating authority), or omit it from orch_never and fail the positive pin while the split is otherwise correct.
