finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-correctness	accepted	NO	true	minor	adequate	false	codex-validity	YES	true	minor	good	false	cursor-plan-fidelity	YES	true	minor	good	false	cursor-pragmatism	oos
FINDING_2	cursor-specialist-correctness	accepted	NO	true	nit	excellent	false	codex-validity	YES	true	nit	good	false	cursor-plan-fidelity	YES	true	nit	excellent	false	cursor-pragmatism	oos
FINDING_3	codex-specialist-correctness|codex-specialist-edge-cases	accepted	YES	true	minor	good	false	codex-validity	YES	partially-true	minor	good	false	cursor-plan-fidelity	NO	partially-true	minor	adequate	false	cursor-pragmatism	in_scope
FINDING_4	codex-specialist-correctness|cursor-specialist-edge-cases	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	excellent	false	cursor-plan-fidelity	NO	partially-true	minor	good	false	cursor-pragmatism	in_scope
FINDING_5	cursor-specialist-edge-cases|cursor-specialist-testing|codex-specialist-testing	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	good	false	cursor-plan-fidelity	YES	true	minor	good	false	cursor-pragmatism	in_scope
FINDING_6	cursor-specialist-edge-cases|cursor-specialist-testing	accepted	YES	true	minor	adequate	false	codex-validity	YES	true	minor	good	false	cursor-plan-fidelity	YES	true	minor	excellent	false	cursor-pragmatism	in_scope
FINDING_7	cursor-specialist-edge-cases|cursor-specialist-testing	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	good	false	cursor-plan-fidelity	YES	true	minor	good	false	cursor-pragmatism	in_scope
FINDING_8	cursor-specialist-edge-cases|cursor-specialist-testing	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	good	false	cursor-plan-fidelity	YES	true	minor	good	false	cursor-pragmatism	in_scope
FINDING_9	cursor-specialist-edge-cases	rejected	NO	partially-true	nit	adequate	false	codex-validity	NO	partially-true	nit	adequate	false	cursor-plan-fidelity	NO	partially-true	nit	adequate	false	cursor-pragmatism	in_scope
FINDING_10	cursor-specialist-testing	accepted	YES	true	minor	adequate	false	codex-validity	YES	true	minor	good	false	cursor-plan-fidelity	YES	true	minor	good	false	cursor-pragmatism	in_scope
FINDING_11	cursor-specialist-testing	accepted	YES	true	minor	adequate	false	codex-validity	YES	true	minor	adequate	false	cursor-plan-fidelity	YES	true	minor	adequate	false	cursor-pragmatism	oos
FINDING_12	cursor-specialist-testing	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	good	false	cursor-plan-fidelity	YES	true	minor	good	false	cursor-pragmatism	oos
FINDING_13	cursor-specialist-testing	rejected	NO	false-positive	nit	adequate	false	codex-validity	NO	false-positive	nit	no-fix	false	cursor-plan-fidelity	NO	false-positive	nit	no-fix	false	cursor-pragmatism	oos
