finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch	accepted	YES	true	major	good	false	Claude							YES	true	major	good	false	Cursor	important
FINDING_2	Cursor-Arch	accepted	YES	true	major	good	false	Claude							YES	true	major	excellent	false	Cursor	important
FINDING_3	Cursor-Arch	accepted	YES	true	major	good	false	Claude							YES	true	major	excellent	false	Cursor	important
FINDING_4	Cursor-Arch	accepted	YES	true	major	adequate	false	Claude							YES	true	major	excellent	false	Cursor	important
FINDING_5	Cursor-Innovation, Cursor-Requirements, Cursor-dyn-callsite-sweeper	neutral	YES	true	blocker	excellent	false	Claude							NO	partially-true	major	good	false	Cursor	blocking
FINDING_6	Cursor-Pragmatic, Cursor-dyn-parity-auditor	accepted	YES	true	blocker	good	false	Claude							YES	true	blocker	excellent	false	Cursor	blocking
FINDING_7	Cursor-Requirements	accepted	YES	true	major	good	false	Claude							YES	true	major	excellent	false	Cursor	important
FINDING_8	Cursor-dyn-retry-security	accepted	YES	true	major	good	false	Claude							YES	true	major	excellent	false	Cursor	important
FINDING_9	Cursor-dyn-retry-security	accepted	YES	true	blocker	good	false	Claude							YES	true	blocker	excellent	false	Cursor	blocking
FINDING_10	Cursor-dyn-retry-security	accepted	YES	true	major	good	false	Claude							YES	true	major	excellent	false	Cursor	important
FINDING_11	Cursor-dyn-retry-security	accepted	YES	true	major	adequate	false	Claude							YES	true	major	excellent	false	Cursor	important
FINDING_12	Cursor-dyn-retry-security	accepted	YES	true	major	good	false	Claude							YES	true	major	excellent	false	Cursor	important
OOS_1	Cursor-Arch	rejected	NO	false-positive	nit	weak	false	Claude							NO	true	minor	adequate	false	Cursor	latent
OOS_2	Cursor-Requirements	neutral	YES	true	minor	adequate	true	Claude							NO	true	minor	adequate	false	Cursor	latent
OOS_3	Cursor-Requirements	rejected	NO	true	minor	adequate	false	Claude							NO	true	minor	adequate	false	Cursor	latent
