finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_1	Cursor-Arch, Cursor-Pragmatic	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_2	Cursor-Arch, Codex-Arch, Cursor-Pragmatic	accepted	YES	partially-true	minor	good	true	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_3	Cursor-Arch, Cursor-Pragmatic	accepted	YES	true	minor	good	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_4	Codex-Arch, Cursor-Edge, Codex-Edge, Cursor-Innovation, Codex-Innovation, Codex-Pragmatic, Codex-Requirements, Cursor-dyn-portability-audit, Codex-dyn-portability-audit	accepted	YES	true	major	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_5	Cursor-Arch, Codex-Arch, Cursor-Pragmatic, Cursor-Innovation, Codex-Innovation, Codex-Pragmatic, Codex-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	good	false	Cursor
FINDING_6	Codex-Edge	accepted	YES	true	major	good	true	Claude	YES	partially-true	minor	adequate	false	Codex	YES	true	major	good	false	Cursor
FINDING_7	Cursor-Innovation, Codex-Innovation, Codex-Pragmatic, Cursor-dyn-portability-audit, Codex-dyn-portability-audit	accepted	YES	true	major	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_8	Cursor-Pragmatic, Codex-dyn-consumer-contract	accepted	YES	true	major	good	true	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_9	Cursor-Pragmatic, Cursor-Requirements, Cursor-dyn-consumer-contract	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_10	Cursor-dyn-portability-audit, Codex-dyn-portability-audit, Cursor-dyn-consumer-contract	accepted	YES	true	minor	good	false	Claude	YES	true	minor	good	false	Codex	YES	partially-true	major	good	false	Cursor
FINDING_11	Cursor-dyn-portability-audit, Codex-dyn-portability-audit	exonerated	EXONERATE	true	nit	adequate	false	Claude	NO	false-positive	nit	adequate	false	Codex	EXONERATE	true	nit	adequate	false	Cursor
FINDING_12	Cursor-dyn-consumer-contract, Codex-dyn-consumer-contract	exonerated	YES	true	minor	adequate	false	Claude	EXONERATE	partially-true	minor	weak	false	Codex	EXONERATE	partially-true	minor	adequate	false	Cursor
FINDING_13	Cursor-dyn-consumer-contract	accepted	YES	true	minor	adequate	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	good	false	Cursor
