finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain
FINDING_1	cursor-specialist-structure-output.txt|cursor-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt|cursor-specialist-plan-fidelity-output.txt	accepted	YES	true		adequate	true	YES	true	major	good	false	YES	true	major	good	false
FINDING_10	cursor-specialist-security-output.txt	accepted	YES	true	nit	adequate	false	YES	true	nit	adequate	false	YES	true	minor	adequate	false
FINDING_11	cursor-specialist-security-output.txt	exonerated	EXONERATE	partially-true		weak	true	EXONERATE	partially-true	nit	weak	false	EXONERATE	partially-true	nit	weak	false
FINDING_12	cursor-specialist-security-output.txt	rejected	NO	false-positive	nit	no-fix	false	NO	true	nit	no-fix	false	NO	true	nit	no-fix	false
FINDING_13	cursor-specialist-edge-cases-output.txt	accepted	YES	true		adequate	true	YES	true	minor	good	false	YES	true	minor	good	false
FINDING_14	cursor-specialist-edge-cases-output.txt	accepted	YES	uncertain		adequate	true	YES	true	minor	good	false	YES	true	minor	good	false
FINDING_15	dyn-voter-dispatch-data-flow-output.txt	accepted	YES	true		good	true	YES	true	major	excellent	false	YES	true	major	good	false
FINDING_16	cursor-specialist-plan-fidelity-output.txt	accepted	EXONERATE	partially-true		weak	true	YES	true	minor	adequate	false	YES	true	minor	adequate	false
FINDING_17	dyn-voter-dispatch-data-flow-output.txt	accepted	YES	true	nit	adequate	false	YES	true	nit	good	false	YES	true	nit	good	false
FINDING_18	dyn-voter-dispatch-data-flow-output.txt	accepted	YES	uncertain	nit	adequate	true	YES	true	nit	good	false	YES	true	nit	good	false
FINDING_19	dyn-voter-dispatch-data-flow-output.txt	accepted	YES	true		adequate	true	YES	true	minor	good	false	YES	true	minor	good	false
FINDING_2	cursor-specialist-structure-output.txt	accepted	YES	true	nit	adequate	false	EXONERATE	true	nit	adequate	false	YES	true	nit	excellent	false
FINDING_20	dyn-no-fallback-sentinel-timing-output.txt	accepted	YES	true		good	true	YES	true	minor	good	false	YES	true	minor	good	false
FINDING_21	dyn-voter-dispatch-data-flow-output.txt	rejected	NO	false-positive	nit	no-fix	false	NO	true	nit	no-fix	false	NO	true	nit	no-fix	false
FINDING_22	dyn-voter-dispatch-data-flow-output.txt	rejected	NO	false-positive	nit	no-fix	false	NO	true	nit	no-fix	false	NO	true	nit	no-fix	false
FINDING_23	dyn-no-fallback-sentinel-timing-output.txt	rejected	NO	false-positive	nit	no-fix	false	NO	true	nit	no-fix	false	NO	true	nit	no-fix	false
FINDING_24	dyn-no-fallback-sentinel-timing-output.txt	rejected	NO	false-positive	nit	no-fix	false	NO	true	nit	no-fix	false	NO	partially-true	nit	no-fix	false
FINDING_25	dyn-no-fallback-sentinel-timing-output.txt	rejected	NO	false-positive	nit	no-fix	false	NO	true	nit	no-fix	false	NO	true	nit	no-fix	false
FINDING_3	cursor-specialist-structure-output.txt	exonerated	YES	true		adequate	true	EXONERATE	true	nit	adequate	false	EXONERATE	true	nit	good	false
FINDING_4	cursor-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt|cursor-specialist-plan-fidelity-output.txt	accepted	YES	uncertain		adequate	true	YES	true	minor	good	false	YES	true	minor	excellent	false
FINDING_5	cursor-specialist-testing-output.txt	accepted	YES	uncertain		good	true	YES	true	major	good	false	YES	true	major	good	false
FINDING_6	cursor-specialist-testing-output.txt	accepted	YES	partially-true		adequate	true	EXONERATE	partially-true	nit	adequate	false	YES	true	minor	good	false
FINDING_7	cursor-specialist-testing-output.txt|dyn-no-fallback-sentinel-timing-output.txt	accepted	YES	true		good	true	EXONERATE	true	minor	adequate	false	YES	true	minor	good	false
FINDING_8	cursor-specialist-testing-output.txt	accepted	YES	uncertain	nit	adequate	true	YES	true	nit	good	false	YES	true	nit	good	false
FINDING_9	cursor-specialist-security-output.txt	rejected	NO	true		no-fix	true	NO	true	nit	no-fix	false	NO	true	nit	no-fix	false
