finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch, Cursor-Innovation, Cursor-Pragmatic, Codex-Pragmatic, Cursor-Requirements, Codex-Requirements, Cursor-dyn-sentinel-correctness, Codex-dyn-sentinel-correctness	accepted	YES	true	blocker	excellent	false	Claude							YES	true	blocker	excellent	false	Cursor	blocking
FINDING_2	Codex-Pragmatic, Cursor-Requirements, Cursor-dyn-sentinel-correctness	accepted	YES	true	blocker	good	false	Claude							YES	true	blocker	excellent	false	Cursor	blocking
FINDING_3	Cursor-Arch	rejected	NO	uncertain		adequate	true	Claude							NO	partially-true	nit	adequate	false	Cursor	latent
FINDING_4	Cursor-Requirements	rejected	NO	partially-true	minor	adequate	false	Claude							NO	true	minor	good	false	Cursor	important
FINDING_5	Cursor-Arch	accepted	YES	true	major	good	false	Claude							YES	true	major	excellent	false	Cursor	important
FINDING_6	Codex-Pragmatic	accepted	YES	true	major	good	false	Claude							YES	true	major	excellent	false	Cursor	important
FINDING_7	Cursor-Requirements	accepted	YES	true	major	good	false	Claude							YES	true	major	excellent	false	Cursor	important
FINDING_8	Codex-Requirements	accepted	YES	true	major	good	false	Claude							YES	true	major	excellent	false	Cursor	important
FINDING_9	Codex-dyn-sentinel-correctness	accepted	YES	true	major	good	false	Claude							YES	true	major	excellent	false	Cursor	important
OOS_1	Cursor-Arch	neutral	YES	true	minor	adequate	false	Claude							NO	partially-true	nit	adequate	false	Cursor	latent
OOS_2	Cursor-Requirements	neutral	YES	true	minor	adequate	false	Claude							NO	partially-true	nit	adequate	false	Cursor	latent
OOS_3	Cursor-dyn-sentinel-correctness	neutral	YES	true	minor	adequate	false	Claude							NO	partially-true	nit	adequate	false	Cursor	latent
