finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-correctness|codex-specialist-correctness|cursor-specialist-edge-cases|codex-specialist-edge-cases|cursor-specialist-testing|codex-specialist-testing|dyn-dyn-probe-cache	accepted	YES	true	major	excellent	false	codex-validity	YES	true	major	excellent	false	codex-plan-fidelity	YES	true	major	excellent	false	codex-pragmatism	in_scope
FINDING_2	cursor-specialist-correctness|cursor-specialist-edge-cases	rejected	NO	partially-true	minor	good	false	codex-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	NO	false-positive	nit	good	false	codex-pragmatism	in_scope
FINDING_3	cursor-specialist-correctness|cursor-specialist-edge-cases	rejected	NO	partially-true	nit	weak	false	codex-validity	NO	true	nit	adequate	false	codex-plan-fidelity	NO	partially-true	nit	adequate	false	codex-pragmatism	oos
FINDING_4	codex-specialist-correctness	accepted	YES	true	minor	excellent	false	codex-validity	NO	true	minor	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	in_scope
FINDING_5	codex-specialist-correctness	accepted	YES	true	minor	good	false	codex-validity	NO	true	minor	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	in_scope
FINDING_6	dyn-dyn-probe-cache	rejected	NO	partially-true	minor	good	false	codex-validity	NO	partially-true	nit	good	false	codex-plan-fidelity	NO	partially-true	minor	good	false	codex-pragmatism	in_scope
FINDING_7	dyn-dyn-probe-cache	rejected	NO	partially-true	minor	good	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	true	minor	good	false	codex-pragmatism	in_scope
FINDING_8	dyn-dyn-probe-cache	rejected	NO	true	minor	good	false	codex-validity	NO	true	minor	good	false	codex-plan-fidelity	NO	true	minor	good	false	codex-pragmatism	in_scope
FINDING_9	cursor-specialist-testing	accepted	NO	true	nit	excellent	false	codex-validity	YES	true	minor	excellent	false	codex-plan-fidelity	YES	true	minor	excellent	false	codex-pragmatism	in_scope
FINDING_10	cursor-specialist-testing	neutral	NO	true	nit	excellent	false	codex-validity	YES	true	minor	excellent	false	codex-plan-fidelity	NO	true	minor	good	false	codex-pragmatism	in_scope
FINDING_11	cursor-specialist-testing	accepted	YES	true	minor	excellent	false	codex-validity	YES	true	minor	excellent	false	codex-plan-fidelity	NO	true	minor	good	false	codex-pragmatism	in_scope
FINDING_12	cursor-specialist-testing	accepted	YES	true	minor	excellent	false	codex-validity	YES	true	minor	excellent	false	codex-plan-fidelity	YES	true	minor	excellent	false	codex-pragmatism	in_scope
FINDING_13	dyn-dyn-probe-cache	rejected	NO	true	minor	no-fix	false	codex-validity	NO	true	nit	no-fix	false	codex-plan-fidelity	NO	true	nit	no-fix	false	codex-pragmatism	oos
FINDING_14	dyn-dyn-probe-cache	rejected	NO	true	nit	adequate	false	codex-validity	NO	true	nit	adequate	false	codex-plan-fidelity	NO	true	nit	adequate	false	codex-pragmatism	oos
