finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain
FINDING_1	cursor-specialist-correctness-output.txt	accepted	YES	true	major	good	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_10	dyn-github-pr-output.txt	exonerated	NO	false-positive	minor	adequate	false	EXONERATE	true	minor	weak	false	EXONERATE	true	minor	good	false
FINDING_11	dyn-github-pr-output.txt	accepted	YES	true	minor	good	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_12	dyn-github-pr-output.txt	accepted	YES	true	minor	weak	true	EXONERATE	partially-true	minor	no-fix	false	YES	true	minor	adequate	false
FINDING_13	dyn-ci-caps-output.txt|cursor-specialist-security-output.txt|cursor-specialist-edge-cases-output.txt|cursor-specialist-plan-fidelity-output.txt	accepted	YES	partially-true	minor	good	true	YES	true	major	adequate	false	YES	true	major	good	false
FINDING_14	dyn-postmerge-flow-output.txt	accepted	YES	true	major	good	true	YES	partially-true	major	adequate	false	YES	true	major	good	false
FINDING_15	dyn-postmerge-flow-output.txt	accepted	YES	true	nit	weak	true	YES	true	minor	no-fix	false	EXONERATE	true	nit	weak	false
FINDING_16	dyn-state-io-output.txt	exonerated	EXONERATE	partially-true	minor	weak	true	YES	partially-true	major	adequate	false	EXONERATE	partially-true	minor	weak	false
FINDING_17	dyn-state-io-output.txt|cursor-specialist-security-output.txt	accepted	YES	true	major	good	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_18	dyn-state-io-output.txt|cursor-specialist-security-output.txt	accepted	YES	true	major	good	true	YES	true	major	good	false	YES	true	major	good	false
FINDING_19	cursor-specialist-structure-output.txt	neutral	YES	true	nit	excellent	false	NO	true	nit	excellent	false	EXONERATE	true	nit	excellent	false
FINDING_2	cursor-specialist-correctness-output.txt|dyn-resume-state-output.txt|dyn-github-pr-output.txt|cursor-specialist-edge-cases-output.txt	accepted	YES	true	major	excellent	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_20	cursor-specialist-structure-output.txt	neutral	YES	true	nit	excellent	false	NO	true	nit	excellent	false	EXONERATE	true	nit	excellent	false
FINDING_21	cursor-specialist-structure-output.txt	exonerated	EXONERATE	true	nit	good	false	EXONERATE	true	nit	weak	false	EXONERATE	true	nit	adequate	false
FINDING_22	cursor-specialist-structure-output.txt|cursor-specialist-security-output.txt|cursor-specialist-edge-cases-output.txt	accepted	YES	true	major	excellent	false	YES	true	major	excellent	false	YES	true	major	excellent	false
FINDING_23	cursor-specialist-structure-output.txt	exonerated	EXONERATE	true	nit	good	false	NO	true	nit	good	false	EXONERATE	true	nit	adequate	false
FINDING_24	cursor-specialist-structure-output.txt	neutral	YES	true	nit	excellent	false	NO	true	nit	good	false	EXONERATE	true	nit	good	false
FINDING_25	cursor-specialist-security-output.txt	accepted	YES	true	nit	excellent	false	YES	true	minor	excellent	false	EXONERATE	true	nit	adequate	false
FINDING_3	cursor-specialist-correctness-output.txt|cursor-specialist-testing-output.txt|dyn-resume-state-output.txt|dyn-github-pr-output.txt|dyn-ci-caps-output.txt|dyn-postmerge-flow-output.txt	neutral	YES	true	minor	good	false	NO	partially-true	nit	adequate	false	EXONERATE	partially-true	minor	adequate	false
FINDING_4	cursor-specialist-correctness-output.txt|cursor-specialist-testing-output.txt|cursor-specialist-plan-fidelity-output.txt	accepted	YES	true	minor	adequate	false	YES	true	major	good	false	YES	true	major	adequate	false
FINDING_5	cursor-specialist-correctness-output.txt|cursor-specialist-structure-output.txt	accepted	YES	true	nit	excellent	false	YES	true	nit	excellent	false	EXONERATE	true	nit	excellent	false
FINDING_6	cursor-specialist-correctness-output.txt	accepted	YES	true	nit	adequate	false	EXONERATE	true	nit	adequate	false	YES	true	minor	adequate	false
FINDING_7	dyn-resume-state-output.txt|dyn-ci-caps-output.txt|cursor-specialist-plan-fidelity-output.txt	accepted	YES	true	minor	good	false	YES	true	major	good	false	YES	true	major	good	false
FINDING_8	dyn-resume-state-output.txt	exonerated	EXONERATE	partially-true	minor	adequate	false	EXONERATE	partially-true	minor	adequate	false	EXONERATE	partially-true	minor	adequate	false
FINDING_9	dyn-resume-state-output.txt|dyn-github-pr-output.txt|dyn-ci-caps-output.txt|dyn-postmerge-flow-output.txt	accepted	YES	true	minor	weak	false	YES	true	minor	adequate	false	YES	true	major	adequate	false
