finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch, Codex-Arch, Codex-Innovation, Cursor-Pragmatic, Codex-Pragmatic, Codex-Requirements, Cursor-dyn-port-parity, Codex-dyn-port-parity, Codex-dyn-manifest-sweep	accepted	YES	true	major	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_2	Cursor-Arch, Codex-Innovation, Cursor-Pragmatic, Codex-Requirements, Codex-dyn-port-parity	accepted	YES	true	major	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_3	Cursor-Arch, Cursor-Pragmatic, Codex-dyn-port-parity	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_4	Cursor-Arch, Cursor-Innovation	accepted	NO	partially-true	minor	good	false	Claude	YES	true	minor	excellent	false	Codex	YES	true	minor	excellent	false	Cursor	important
FINDING_5	Cursor-Innovation, Cursor-Pragmatic, Cursor-Requirements	accepted	NO	partially-true	minor	adequate	false	Claude	YES	partially-true	major	good	false	Codex	YES	true	blocker	excellent	false	Cursor	important
FINDING_6	Cursor-Innovation	rejected	NO	partially-true	minor	good	false	Claude	NO	partially-true	nit	adequate	false	Codex	NO	true	minor	adequate	false	Cursor	important
FINDING_7	Cursor-Arch	rejected	NO	true	minor	good	false	Claude	NO	true	nit	good	false	Codex	NO	partially-true	minor	good	false	Cursor	important
FINDING_8	Cursor-Arch, Cursor-Innovation, Cursor-Pragmatic, Cursor-Requirements, Codex-Requirements	accepted	YES	partially-true	minor	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_9	Cursor-Arch, Cursor-Innovation, Cursor-Requirements	accepted	YES	true	minor	good	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_10	Codex-Arch, Cursor-Innovation, Codex-Innovation, Codex-Requirements, Codex-dyn-port-parity, Codex-dyn-manifest-sweep	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	minor	good	false	Cursor	important
FINDING_11	Codex-Requirements, Cursor-dyn-manifest-sweep	rejected	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	nit	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	important
FINDING_12	Cursor-Pragmatic	rejected	NO	partially-true	minor	adequate	false	Claude	NO	false-positive	nit	adequate	false	Codex	NO	false-positive	nit	weak	false	Cursor	important
OOS_1	Cursor-Arch	rejected	NO	true	nit	adequate	false	Claude	NO	false-positive	nit	weak	false	Codex	NO	true	nit	adequate	false	Cursor	latent
OOS_2	Cursor-Innovation	rejected	NO	true	nit	weak	false	Claude	NO	true	nit	no-fix	false	Codex	NO	true	nit	no-fix	false	Cursor	nit
OOS_3	Cursor-Pragmatic	neutral	YES	true	minor	good	false	Claude	NO	true	minor	adequate	false	Codex	NO	partially-true		adequate	true	Cursor	latent
OOS_4	Cursor-Pragmatic	rejected	NO	true	nit	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	true	nit	weak	false	Cursor	nit
OOS_5	Cursor-Requirements	neutral	NO	true	nit	good	false	Claude	NO	true	nit	adequate	false	Codex	YES	true	minor	good	false	Cursor	nit
OOS_6	Cursor-Innovation	rejected	NO	partially-true	nit	adequate	false	Claude	NO	false-positive	nit	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	nit
