finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Cursor-Arch, Cursor-Innovation, Cursor-Pragmatic	accepted	YES	partially-true	minor	good	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	major	in_scope
FINDING_2	Cursor-Arch, Cursor-Innovation, Cursor-Pragmatic, Cursor-Requirements	accepted	YES	true	minor	good	false	codex-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	major	in_scope
FINDING_3	Cursor-Arch, Cursor-Pragmatic, Cursor-Requirements, Cursor-dyn-Sweep State Integrator	rejected	NO	partially-true	nit	good	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	minor	good	false	codex-pragmatism	major	in_scope
FINDING_4	Codex-Arch	accepted	YES	partially-true	minor	good	false	codex-validity	YES	true	major	excellent	false	codex-plan-fidelity	YES	true	minor	excellent	false	codex-pragmatism	major	in_scope
FINDING_5	Cursor-Arch, Cursor-dyn-Sweep State Integrator	rejected	NO	false-positive	nit	adequate	false	codex-validity	NO	false-positive	minor	good	false	codex-plan-fidelity	NO	partially-true	nit	adequate	false	codex-pragmatism	major	in_scope
FINDING_6	Cursor-Arch, Cursor-Innovation	rejected	NO	partially-true	nit	good	false	codex-validity	NO	true	minor	good	false	codex-plan-fidelity	NO	true	nit	adequate	false	codex-pragmatism	major	in_scope
FINDING_7	Codex-Arch	accepted	YES	true	minor	excellent	false	codex-validity	YES	true	major	excellent	false	codex-plan-fidelity	YES	true	minor	excellent	false	codex-pragmatism	major	in_scope
FINDING_8	Cursor-Innovation, Cursor-Pragmatic, Cursor-Requirements	accepted	YES	partially-true	minor	good	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	major	excellent	false	codex-pragmatism	major	in_scope
FINDING_9	Cursor-Innovation, Cursor-dyn-Sweep State Integrator	rejected	NO	partially-true	nit	adequate	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	nit	weak	false	codex-pragmatism	major	in_scope
FINDING_10	Cursor-dyn-Sweep State Integrator	neutral	NO	false-positive	nit	good	false	codex-validity	NO	false-positive	minor	good	false	codex-plan-fidelity	YES	true	minor	excellent	false	codex-pragmatism	major	in_scope
FINDING_11	Cursor-dyn-Sweep State Integrator	accepted	YES	true	minor	excellent	false	codex-validity	NO	false-positive	major	excellent	false	codex-plan-fidelity	YES	true	minor	excellent	false	codex-pragmatism	major	in_scope
FINDING_12	Codex-dyn-Sweep State Integrator	accepted	YES	true	major	good	false	codex-validity	NO	true	minor	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	major	in_scope
FINDING_13	Cursor-dyn-Sweep State Integrator	rejected	NO	true	minor	adequate	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	nit	adequate	false	codex-pragmatism	major	in_scope
OOS_1	Cursor-Arch	accepted	NO	true	minor	adequate	false	codex-validity	YES	true	minor	adequate	false	codex-plan-fidelity	YES	true	minor	adequate	false	codex-pragmatism	minor	oos
OOS_2	Cursor-Arch	rejected	NO	false-positive	nit	weak	false	codex-validity	NO	partially-true	nit	weak	false	codex-plan-fidelity	NO	partially-true	nit	weak	false	codex-pragmatism	minor	oos
OOS_3	Cursor-Innovation	rejected	NO	true	minor	adequate	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	minor	oos
OOS_4	Cursor-Innovation	rejected	NO	false-positive	nit	weak	false	codex-validity	NO	partially-true	nit	weak	false	codex-plan-fidelity	NO	partially-true	nit	weak	false	codex-pragmatism	minor	oos
OOS_5	Cursor-Pragmatic	rejected	NO	true	minor	adequate	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	minor	oos
OOS_6	Cursor-Requirements	rejected	NO	true	minor	adequate	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	minor	oos
