finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_2	Cursor-Arch	neutral	NO	partially-true	major	good	false	Claude	YES	true	major	good	false	Codex	NO	true	major	good	false	Cursor	important
FINDING_3	Cursor-Arch	neutral	NO	partially-true	major	good	false	Claude	YES	true	major	good	false	Codex	NO	true	major	excellent	false	Cursor	important
FINDING_4	Cursor-Arch	neutral	NO	partially-true	major	good	false	Claude	YES	true	major	good	false	Codex	NO	true	major	good	false	Cursor	important
FINDING_5	Cursor-Pragmatic	neutral	NO	uncertain	major	adequate	true	Claude	YES	true	major	good	false	Codex	NO	true	major	excellent	false	Cursor	important
FINDING_6	Codex-Generic	accepted	YES	true	major	good	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_7	Codex-Generic	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_8	Codex-Generic	accepted	YES	true	major	good	false	Claude	YES	true	major	adequate	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_9	Cursor-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important
OOS_1	Cursor-Innovation	neutral	NO	true	nit	adequate	false	Claude	NO	partially-true	nit	no-fix	false	Codex	YES	true	minor	good	false	Cursor	nit
