finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-edge-cases|dyn-dyn-bug-fix-prompts	rejected	NO	true	minor	adequate	false	codex-validity	NO	partially-true	nit	good	false	codex-plan-fidelity	NO	true	minor	good	false	codex-pragmatism	in_scope
FINDING_2	cursor-specialist-edge-cases|dyn-dyn-bug-fix-prompts	rejected	NO	true	minor	adequate	false	codex-validity	NO	true	nit	good	false	codex-plan-fidelity	NO	true	minor	good	false	codex-pragmatism	in_scope
FINDING_3	dyn-dyn-bug-fix-prompts	rejected	NO	true	minor	adequate	false	codex-validity	NO	true	minor	good	false	codex-plan-fidelity	NO	true	minor	good	false	codex-pragmatism	in_scope
FINDING_4	cursor-specialist-correctness|dyn-dyn-bug-fix-prompts	accepted	YES	true	minor	adequate	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	adequate	false	codex-pragmatism	oos
FINDING_5	cursor-specialist-correctness	neutral	NO	partially-true	minor	adequate	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	NO	true	nit	good	false	codex-pragmatism	oos
FINDING_6	cursor-specialist-edge-cases	neutral	NO	partially-true	minor	adequate	false	codex-validity	NO	true	nit	adequate	false	codex-plan-fidelity	YES	true	minor	adequate	false	codex-pragmatism	oos
FINDING_7	cursor-specialist-correctness|cursor-specialist-edge-cases	rejected	NO	true	minor	adequate	false	codex-validity	NO	true	nit	good	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	oos
FINDING_8	cursor-specialist-edge-cases	rejected	NO	partially-true	minor	adequate	false	codex-validity	NO	true	nit	adequate	false	codex-plan-fidelity	NO	true	minor	adequate	false	codex-pragmatism	oos
FINDING_9	cursor-specialist-testing	neutral	NO	true	minor	adequate	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	NO	true	nit	good	false	codex-pragmatism	oos
FINDING_10	dyn-dyn-bug-fix-prompts	rejected	NO	false-positive	nit	no-fix	false	codex-validity	NO	false-positive	nit	weak	false	codex-plan-fidelity	NO	partially-true	minor	weak	false	codex-pragmatism	oos
FINDING_11	dyn-dyn-bug-fix-prompts	neutral	NO	partially-true	minor	adequate	false	codex-validity	YES	partially-true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	minor	no-fix	true	codex-pragmatism	oos
