Reviewing the plan against requirements: reading the plan file and exploring cited codebase paths.
Searching the codebase for references the plan should address and validating integration points.
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	Makefile:406-407	Deleted harness target still registered	`make lint` invokes `test-read-design-review-budget-invoke` for removed scripts and fails	Add UPDATED entry for Makefile (and `docs/linting.md` harness table) removing the target; optionally add `test-invoke-plan-validator.sh` if replacement coverage is desired
2	in_scope	important	correctness	agent-lint.toml:896,1264	Exclude list still references deleted harness paths	Agent-lint or doc-sync checks may fail on missing paths	Remove `test-read-design-review-budget-invoke.sh` and `.md` entries; add renamed `invoke-plan-validator.sh` paths if the linter tracks design scripts
3	in_scope	important	correctness	scripts/test-effort-prose.sh:15	File list still includes deleted `plan-review-quick.md`	`make lint` runs test-effort-prose and errors on missing file	Remove `skills/design/references/plan-review-quick.md` from the FILES array (add to plan Files list)
4	in_scope	important	correctness	skills/design/scripts/test-plan-review-prompt.sh:1-60	No regression for tier-emphasis injection	`render-plan-review-prompt.sh` can ship without SIMPLE/HARD prefixes while testing strategy claims phrase locks	Add harness cases: fixture `run-params.json` beside plan file with SIMPLE vs HARD; assert locked substrings (e.g. scope creep / thoroughness) in rendered output for each vendor×archetype
5	in_scope	important	correctness	skills/design/scripts/render-plan-review-prompt.sh:1-110	Plan reads `$DESIGN_TMPDIR/run-params.json` but script has no tmpdir contract	Renderer invoked with only `--plan-file` cannot load classification; emphasis silently omitted	Derive tmpdir as `$(dirname "$PLAN_FILE")` (document in plan) or require `DESIGN_TMPDIR` env; update `test-plan-review-prompt.sh` accordingly
6	in_scope	important	architecture	skills/design/SKILL.md:92-92	Anti-patterns NEVER #1 still mandates TRIVIAL_DOC_ONLY / `sketch_budget` carve-out	Implementer updates Step 2a but leaves contradictory NEVER rule; operators may still skip sketches incorrectly	Rewrite NEVER #1 for `design_classification==SIMPLE` sentinel `NO_SKETCHES_CLASSIFIED_SIMPLE`; drop TRIVIAL_DOC_ONLY and quick/simple sketch_budget prose
7	in_scope	important	correctness	scripts/test-design-structure.sh:242-244,372-382,501-522	Structural pins require deleted artifacts and old script names	Check 7b/13q fail on missing `plan-review-quick.md`; Check 14c pins fail on `invoke-plan-validator-if-not-quick.sh`	Explicitly delete/replace Check 7b and 13q; repin to `invoke-plan-validator.sh` and Gate C cap prose; drop `sketch_budget=0|2|4` pins per plan intent
8	in_scope	important	correctness	skills/design/scripts/test-design-driver.sh:109-110	Pins still require `review_budget=quick` and `workflow_path=HARD` in SKILL	Harness fails after SKILL rewrite even if runtime is correct	Replace pins with `design_classification` / unconditional validator dispatch; remove quick-tier mapping assertions
9	in_scope	important	integration	skills/design/references/approval-gates.md:122-128	Gate C Prompt still unconditionally lists three primary options	Cap subsection alone may not change executor behavior; users get uncapped Re-run after limit	Rewrite Prompt section: when `review-round-count.txt` >= tier cap omit **Re-run review panel** from option list; mirror mechanical steps in SKILL Step 4b (read counter + classification before `AskUserQuestion`)
10	in_scope	important	correctness	skills/design/SKILL.md:688-691	Step 3 lacks specified counter increment mechanics	Plan says increment before `plan-review-loop.sh` but gives no bash/idempotent pattern; orchestrator may skip or double-count	Add fenced Step 3 bash: read/create `$DESIGN_TMPDIR/review-round-count.txt`, increment once per Step 3 entry, pass value to `--round-num`; document idempotency on Gate C(c) re-entry only
11	in_scope	nit	correctness	skills/design/references/plan-review.md:140	Stale `review_budget=full` gate prose	Docs contradict v2 contract (full panel always)	Update line to state full panel runs for both SIMPLE and HARD; drop `review_budget` vocabulary
12	in_scope	nit	correctness	skills/design/references/flags.md:20-23	`--partition` mutual exclusion still tied to `--trivial`	Flags doc may retain dead trivial+partition rules after tier consolidation	Revise mutual-exclusion to SIMPLE/HARD only; note partition applies to both tiers
13	in_scope	latent	security	skills/design/SKILL.md:14-17 (proposed SIMPLE reviewer prefix)	SIMPLE emphasis says do not request additions and prefer EXONERATE	Security/architecture gaps on SIMPLE runs may be under-reported	Add explicit exception: security focus_area and in-scope correctness blockers remain YES-eligible despite simplicity bias
14	[OUT_OF_SCOPE]	latent	architecture	scripts/timing-ledger.sh:176-188	Design runs never call `workflow-path` ledger row; timing JSON field stays `workflow_path`	Pre-existing unknown workflow labels in design timing reports may persist after schema collapse	Consider Step 0b `timing-ledger.sh workflow-path "$(jq -r .design_classification …)"` or document intentional omission
15	[OUT_OF_SCOPE]	nit	correctness	CHANGELOG.md	N/A	Typical release note for breaking `--trivial` removal	Add CHANGELOG entry when shipping (not blocking implementation)
