schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	architecture	skills/design/scripts/render-plan-review-prompt.sh:19-88; skills/design/scripts/dispatch-plan-review-panel.sh:56-81	Renderer cannot read run-params for tier emphasis	dispatch calls renderer with only --plan-file; DESIGN_TMPDIR not passed; emphasis branch never runs or reads wrong path	Add --design-tmpdir to render-plan-review-prompt.sh (or export DESIGN_TMPDIR from dispatch); thread from plan-review-loop/dispatch; extend test-plan-review-prompt.sh with fixture run-params.json
1	in_scope	important	correctness	skills/design/scripts/dispatch-plan-review-panel.sh:54-67	tail -n +2 drops first rendered line	If tier emphasis is line 1, dynamic dyn-* prompts miss SIMPLE/HARD bias	Inject emphasis after tail in append_shared_prompt_tail, or change tail offset, or duplicate emphasis in write_dynamic_prompt; add harness coverage for dynamic prompt files
1	in_scope	important	correctness	skills/design/SKILL.md:728-734	Hardcoded --round-num 1 in Step 3 fence	Counter file never wired; Gate C cap ineffective across re-runs	Replace --round-num 1 with read of review-round-count.txt after increment; document same block for all Step 3 entry paths (Gate C re-run, Gate A re-entry)
1	in_scope	important	correctness	skills/design/scripts/test-plan-review-prompt.sh:1-86	Missing harness updates for tier emphasis	Emphasis strings ship without regression detection	Add test-plan-review-prompt.sh + render-plan-review-prompt.md to plan; assert SIMPLE/HARD locked phrases with tmp run-params fixtures
1	in_scope	important	risk-integration	scripts/test-design-structure.sh:242-244;372-382;709-736	Structural pins require plan-review-quick.md	Deleting quick reference fails make lint despite plan	Delete/replace checks 7b/13q/FINDING_2678; add pins for Gate C cap and invoke-plan-validator.sh rename
1	in_scope	important	risk-integration	scripts/test-effort-prose.sh:9-16	effort-prose harness lists deleted quick doc	make lint fails after plan-review-quick.md removal	Remove plan-review-quick.md from FILES array or drop file from harness scope explicitly in plan
1	in_scope	important	risk-integration	Makefile:406-407; agent-lint.toml:896,1264; docs/linting.md:217	Stale harness wiring for deleted review-budget scripts	make lint still invokes removed test-read-design-review-budget-invoke	Remove Makefile target, agent-lint.toml paths, docs/linting.md row; grep repo for read-design-review-budget-invoke
1	in_scope	important	architecture	skills/design/SKILL.md:92;348-360;575	TRIVIAL_DOC_ONLY / NO_SKETCHES_CLASSIFIED_TRIVIAL prose retained	Conflicts with two-tier SIMPLE/HARD-only contract; ambiguous zero-sketch trigger	Rewrite NEVER #1 and Step 2a/2b for design_classification==SIMPLE only; update test-design-structure NO_SKETCHES pin to NO_SKETCHES_CLASSIFIED_SIMPLE
1	in_scope	nit	correctness	skills/design/references/approval-gates.md:19-20; plan Approach tier-gate bullets	Re-run cap wording vs counter semantics	Tier-gate "Re-run cap: 3" reads like 3 extra re-runs; counter caps total Step 3 executions at 3	Clarify tier-gate/Gate C copy as "up to N full panel runs" or adjust hide threshold to cap+1 if extra re-runs intended
1	in_scope	important	correctness	skills/design/SKILL.md:225-252	write-run-params failure recovery still uses v1 argv	Post-failure jq/recovery calls removed flags and break on v2 writer	Update failure defaults to design_classification=HARD only; recovery write uses v2 argv shape only
1	out_of_scope	latent	architecture	scripts/timing-ledger.sh:176-189	Plan updates timing-ledger run-params reads not present in code	No current reader; scope unclear unless new workflow-path record added from design	Confirm intent: add design Step 0 call to record design_classification, or remove timing-ledger.sh from plan file list
