Reviewing the plan against the codebase for deletion completeness and rename coverage.
schema_version	scope	severity	focus_area	location	what	scenario_or_breakage	suggested_fix
1	in_scope	important	correctness	Makefile:67,406-407	Makefile still wires deleted harness into lint	After deleting test-read-design-review-budget-invoke.sh, make test-harnesses-12 / make lint runs a missing script and fails	Add UPDATED Makefile: remove test-read-design-review-budget-invoke from test-harnesses-12 (line 67), delete the target (406-407), and drop it from the .PHONY list (line 4)
2	in_scope	important	correctness	agent-lint.toml:896,1264	agent-lint.toml still lists deleted harness paths	agent-lint / make lint can fail on missing paths or drift from Makefile	Add UPDATED agent-lint.toml: remove test-read-design-review-budget-invoke.sh from the exclude list (896) and test-read-design-review-budget-invoke.md from the sibling-contract list (1264)
3	in_scope	important	correctness	docs/voting-process.md:7	Markdown link still targets deleted plan-review-quick.md	Link-checker / doc readers hit a broken relative link after deletion	Add UPDATED docs/voting-process.md: remove --quick / Claude-only plan-review paragraph; state both SIMPLE and HARD use the full 3-voter panel per plan-review.md
4	in_scope	important	correctness	docs/linting.md:217	Harness table row still documents deleted scripts and make target	Operators and CI docs reference a harness that no longer exists; lint table lies about prerequisites	Expand UPDATED docs/linting.md beyond sketch_budget/review_budget: delete the entire test-read-design-review-budget-invoke row (217) and any ordering note that names it
5	in_scope	important	correctness	scripts/test-effort-prose.sh:15	Harness FILES array still includes deleted plan-review-quick.md	grep over FILES[] errors or skips when the path is absent; make lint (test-effort-prose via test-harnesses-11) fails	Add UPDATED scripts/test-effort-prose.sh: remove skills/design/references/plan-review-quick.md from FILES
6	in_scope	important	correctness	scripts/test-design-structure.sh:242-244,372-382,501-522,577,709-736	Structural pins still require deleted file and old script name	Deleting plan-review-quick.md and renaming the validator without editing these blocks fails test-design-structure during make lint	Expand UPDATED scripts/test-design-structure.sh: delete Check 7b and 13q; drop FINDING_2678 Location 4 (730-736); retarget all invoke-plan-validator-if-not-quick.sh pins to invoke-plan-validator.sh and remove review_budget gating expectations
7	in_scope	important	architecture	.claude/rules/topology-generation.md:10	paths: globs still list deleted plan-review-quick.md	Editors touching topology keep loading a rule for a removed authority; generate-topology-docs workflow cites a dead path	Add UPDATED .claude/rules/topology-generation.md: remove the plan-review-quick.md paths entry (line 10); rely on plan-review.md + topology.tsv per existing topology generation rule
8	in_scope	important	risk-integration	skills/design/references/approval-gates.md:86-87	Gate B bullets still gate validator on review_budget and old script name	Post-PR Gate B Apply-all / Go-through-each may skip plan-command validation on SIMPLE despite SKILL calling invoke-plan-validator.sh unconditionally	Already lists approval-gates.md UPDATED; explicitly require replacing When review_budget is full … invoke-plan-validator-if-not-quick.sh with unconditional invoke-plan-validator.sh in both bullets (86-87)

**Rename collision:** No existing `skills/design/scripts/invoke-plan-validator.sh`; only `invoke-plan-validator-if-not-quick.sh` is present. Rename is safe.

**Covered by the plan (no separate finding):** `skills/design/SKILL.md`, `discussion-rounds.md`, `design-driver.md`, `topology.tsv`, `docs/topology.md`, `docs/review-agents.md` (quick_mode row), `scripts/test-design-structure.sh` (listed generically), testing strategy delete-confirmation note. **`.github/` workflows:** no matches. **`scripts/relevant-checks.sh`:** no direct references (Makefile-only wiring).

**[OUT_OF_SCOPE]** `CHANGELOG.md` retains historical mentions of deleted artifacts (e.g. 323-324, 1930, 2029); acceptable changelog history but worth a follow-up scrub if strict link hygiene is desired.
