finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain
FINDING_1	cursor-specialist-structure-output.txt|cursor-specialist-plan-fidelity-output.txt	exonerated	YES	true		adequate	true	EXONERATE	true	minor	adequate	false	EXONERATE	true	minor	adequate	false
FINDING_10	cursor-specialist-testing-output.txt	accepted	YES	true		adequate	true	YES	true	major	good	false	YES	true		good	true
FINDING_11	cursor-specialist-testing-output.txt|dyn-harness-equivalence-output.txt	accepted	YES	true		adequate	true	YES	true	major	good	false	YES	true		good	true
FINDING_12	cursor-specialist-testing-output.txt	accepted	YES	true		adequate	true	YES	true	major	adequate	false	YES	true		good	true
FINDING_13	cursor-specialist-testing-output.txt	exonerated	YES	true		adequate	true	EXONERATE	true	minor	adequate	false	EXONERATE	true		adequate	true
FINDING_14	cursor-specialist-testing-output.txt	accepted	YES	true		adequate	true	YES	true	minor	good	false	YES	partially-true		adequate	true
FINDING_15	cursor-specialist-testing-output.txt|cursor-specialist-plan-fidelity-output.txt	accepted	YES	true	nit	adequate	false	YES	true	nit	good	false	YES	true	nit	good	false
FINDING_16	cursor-specialist-edge-cases-output.txt	accepted	YES	true		adequate	true	YES	true	major	good	false	YES	true	major	good	false
FINDING_17	cursor-specialist-edge-cases-output.txt	neutral	YES	partially-true		adequate	true	NO	uncertain	uncertain	weak	true	EXONERATE	partially-true	minor	adequate	false
FINDING_18	cursor-specialist-edge-cases-output.txt	neutral	YES	true		adequate	true	NO	false-positive	nit	weak	false	EXONERATE	partially-true		weak	true
FINDING_19	dyn-awk-extraction-output.txt	rejected	NO	false-positive	uncertain	uncertain	false	NO	false-positive	major	adequate	false	YES	true	major	excellent	false
FINDING_2	cursor-specialist-structure-output.txt|cursor-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt|dyn-awk-extraction-output.txt|dyn-candidate-lifecycle-output.txt	accepted	YES	true		adequate	true	YES	true	major	good	false	YES	true	major	good	false
FINDING_20	dyn-awk-extraction-output.txt	accepted	YES	true		adequate	true	YES	true	major	adequate	false	YES	true	major	good	false
FINDING_21	dyn-awk-extraction-output.txt	accepted	YES	true		adequate	true	EXONERATE	true	minor	adequate	false	YES	true	major	good	false
FINDING_22	dyn-harness-equivalence-output.txt	accepted	YES	true		adequate	true	YES	true	minor	good	false	YES	true		good	true
FINDING_23	dyn-harness-equivalence-output.txt	accepted	YES	true	nit	adequate	false	YES	true	nit	good	false	YES	true	nit	good	false
FINDING_24	dyn-harness-equivalence-output.txt	accepted	YES	true	nit	adequate	false	YES	true	minor	good	false	YES	true	nit	good	false
FINDING_25	cursor-specialist-structure-output.txt|cursor-specialist-testing-output.txt|dyn-awk-extraction-output.txt|dyn-harness-equivalence-output.txt	exonerated	JUDGE_ERROR				true	EXONERATE	true	nit	adequate	false	YES	true	nit	adequate	false
FINDING_26	cursor-specialist-structure-output.txt	exonerated	JUDGE_ERROR				true	NO	uncertain	nit	weak	true	EXONERATE	partially-true		weak	true
FINDING_27	cursor-specialist-correctness-output.txt|cursor-specialist-security-output.txt	accepted	JUDGE_ERROR				true	YES	true	minor	good	false	YES	true	nit	good	false
FINDING_28	cursor-specialist-security-output.txt	exonerated	JUDGE_ERROR				true	NO	partially-true	nit	weak	false	EXONERATE	partially-true		weak	true
FINDING_29	cursor-specialist-security-output.txt	exonerated	JUDGE_ERROR				true	EXONERATE	true	nit	adequate	false	EXONERATE	partially-true		weak	true
FINDING_3	cursor-specialist-structure-output.txt|cursor-specialist-plan-fidelity-output.txt	accepted	YES	true		adequate	true	YES	true	minor	adequate	false	YES	true	major	good	false
FINDING_30	cursor-specialist-edge-cases-output.txt	exonerated	JUDGE_ERROR				true	EXONERATE	true	nit	adequate	false	EXONERATE	true		no-fix	true
FINDING_31	cursor-specialist-edge-cases-output.txt	accepted	JUDGE_ERROR				true	YES	true	nit	good	false	YES	true	nit	adequate	false
FINDING_32	dyn-awk-extraction-output.txt|dyn-candidate-lifecycle-output.txt|dyn-harness-equivalence-output.txt	rejected	JUDGE_ERROR				true	NO	true	nit	no-fix	false	NO	false-positive	nit	no-fix	false
FINDING_4	cursor-specialist-structure-output.txt|cursor-specialist-correctness-output.txt|dyn-awk-extraction-output.txt|dyn-candidate-lifecycle-output.txt	accepted	YES	true		adequate	true	YES	true	major	good	false	YES	true	minor	good	false
FINDING_5	cursor-specialist-structure-output.txt|cursor-specialist-edge-cases-output.txt|dyn-harness-equivalence-output.txt	accepted	YES	true	nit	adequate	false	YES	true	nit	good	false	YES	true	nit	good	false
FINDING_6	cursor-specialist-structure-output.txt|cursor-specialist-correctness-output.txt|cursor-specialist-testing-output.txt|cursor-specialist-plan-fidelity-output.txt	accepted	YES	true		adequate	true	YES	true	minor	good	false	EXONERATE	partially-true	nit	adequate	false
FINDING_7	cursor-specialist-structure-output.txt	neutral	YES	true	nit	adequate	false	NO	partially-true	nit	adequate	false	EXONERATE	true	nit	adequate	false
FINDING_8	cursor-specialist-correctness-output.txt	accepted	EXONERATE	partially-true		adequate	true	YES	true	minor	adequate	false	YES	true		good	true
FINDING_9	cursor-specialist-testing-output.txt	accepted	YES	true		adequate	true	YES	true	major	good	false	YES	true	major	good	false
