finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch, Codex-Arch, Cursor-Innovation, Codex-Innovation, Cursor-Pragmatic, Codex-Pragmatic, Cursor-Requirements, Codex-Requirements, Cursor-dyn-retired-path-lint, Codex-dyn-retired-path-lint, Codex-dyn-minimal-scope	accepted	YES	true	blocker	excellent	false	Claude	YES	true	blocker	good	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking
FINDING_2	Codex-Arch, Cursor-Innovation, Codex-Innovation, Cursor-Pragmatic, Codex-Pragmatic, Cursor-dyn-contract-parity	accepted	YES	true	blocker	excellent	false	Claude	YES	true	blocker	good	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking
FINDING_3	Codex-Arch, Codex-dyn-contract-parity	accepted	NO		major	good	true	Claude	YES	true	major	adequate	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_4	Codex-Innovation, Cursor-Pragmatic, Codex-Pragmatic, Codex-dyn-retired-path-lint, Codex-dyn-minimal-scope	accepted	YES	true	blocker	excellent	false	Claude	YES	true	blocker	good	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking
FINDING_5	Cursor-Innovation, Codex-Innovation, Cursor-Pragmatic, Codex-Pragmatic, Codex-Requirements, Codex-dyn-contract-parity, Codex-dyn-retired-path-lint, Codex-dyn-minimal-scope	accepted	YES	true	blocker	excellent	false	Claude	YES	true	blocker	good	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking
FINDING_6	Cursor-Innovation, Cursor-Pragmatic, Cursor-dyn-contract-parity	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_7	Codex-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	major	adequate	false	Codex	NO	partially-true	major	adequate	false	Cursor	important
FINDING_8	Codex-Requirements	accepted	NO	true	minor	adequate	false	Claude	YES	true	major	adequate	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_9	Cursor-dyn-contract-parity	accepted	YES	true	major	good	false	Claude	YES	true	major	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_10	Cursor-dyn-contract-parity	rejected	NO	partially-true	minor	adequate	false	Claude	NO	false-positive	major	adequate	false	Codex	NO	partially-true	major	adequate	false	Cursor	important
FINDING_11	Cursor-Pragmatic, Cursor-dyn-contract-parity	accepted	NO	partially-true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_12	Cursor-dyn-contract-parity	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_13	Codex-dyn-contract-parity	accepted	YES	true	major	good	false	Claude	YES	true	major	adequate	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_14	Cursor-Innovation	accepted	YES	true	major	good	false	Claude	YES	true	minor	good	false	Codex	NO	true	major	good	false	Cursor	important
FINDING_15	Cursor-Pragmatic	accepted	YES	true	major	good	false	Claude	YES	true	minor	good	false	Codex	NO	true	major	good	false	Cursor	important
FINDING_16	Codex-dyn-contract-parity	accepted	YES	true	major	good	false	Claude	YES	true	minor	good	false	Codex	NO	true	major	good	false	Cursor	important
FINDING_17	Cursor-dyn-minimal-scope	accepted	YES	true	major	good	false	Claude	YES	true	minor	good	false	Codex	NO	true	major	good	false	Cursor	important
FINDING_18	Codex-dyn-minimal-scope	neutral	YES	true	minor	adequate	true	Claude	NO	true	minor	adequate	false	Codex	NO	partially-true	nit	good	false	Cursor	latent
