finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-correctness|codex-specialist-correctness|cursor-specialist-edge-cases|cursor-specialist-testing|codex-specialist-testing|cursor-specialist-plan-fidelity-auto|dyn-dyn-scope-gate	neutral	NO	partially-true	minor	adequate	false	codex-validity	NO	false-positive	minor	no-fix	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	oos
FINDING_2	cursor-specialist-correctness|dyn-dyn-scope-gate	accepted	YES	true	major	good	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_3	cursor-specialist-correctness|cursor-specialist-edge-cases|cursor-specialist-plan-fidelity-auto|dyn-dyn-scope-gate	accepted	YES	true	major	good	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	NO	partially-true	minor	no-fix	false	codex-pragmatism	in_scope
FINDING_4	cursor-specialist-correctness|cursor-specialist-edge-cases|cursor-specialist-testing|cursor-specialist-plan-fidelity-auto|dyn-dyn-scope-gate	neutral	NO	false-positive	nit	no-fix	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	NO	partially-true	minor	no-fix	false	codex-pragmatism	oos
FINDING_5	cursor-specialist-edge-cases|codex-specialist-testing|cursor-specialist-plan-fidelity-auto|dyn-dyn-scope-gate	accepted	YES	true	major	good	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	NO	partially-true	minor	no-fix	false	codex-pragmatism	oos
FINDING_6	cursor-specialist-plan-fidelity-auto|dyn-dyn-scope-gate	rejected	NO	partially-true	minor	no-fix	false	codex-validity	NO	partially-true	minor	no-fix	false	codex-plan-fidelity	NO	partially-true	minor	no-fix	false	codex-pragmatism	oos
FINDING_7	cursor-specialist-edge-cases|cursor-specialist-testing|codex-specialist-testing|cursor-specialist-plan-fidelity-auto|dyn-dyn-scope-gate	accepted	YES	partially-true	major	adequate	false	codex-validity	YES	partially-true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	minor	no-fix	false	codex-pragmatism	oos
FINDING_8	codex-specialist-edge-cases	accepted	NO	false-positive	nit	no-fix	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	in_scope
FINDING_9	codex-specialist-testing	rejected	NO	partially-true	nit	no-fix	false	codex-validity	NO	partially-true	minor	no-fix	false	codex-plan-fidelity	NO	partially-true	minor	no-fix	false	codex-pragmatism	in_scope
FINDING_10	codex-specialist-edge-cases|cursor-specialist-edge-cases|dyn-dyn-scope-gate	rejected	NO	partially-true	nit	no-fix	false	codex-validity	NO	false-positive	minor	no-fix	false	codex-plan-fidelity	NO	false-positive	minor	no-fix	false	codex-pragmatism	oos
FINDING_11	cursor-specialist-edge-cases	rejected	NO	partially-true	nit	no-fix	false	codex-validity	NO	uncertain	minor	no-fix	true	codex-plan-fidelity	NO	partially-true	minor	no-fix	false	codex-pragmatism	in_scope
FINDING_12	codex-specialist-correctness	accepted	YES	true	major	good	false	codex-validity	NO	false-positive	minor	no-fix	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_13	codex-specialist-correctness	rejected	NO	uncertain	nit	no-fix	true	codex-validity	NO	false-positive	nit	no-fix	false	codex-plan-fidelity	NO	false-positive	minor	no-fix	false	codex-pragmatism	in_scope
