finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-correctness	accepted	YES	true	major	good	false	codex-validity	YES	true	minor	adequate	false	codex-plan-fidelity	YES	true	minor	no-fix	false	codex-pragmatism	in_scope
FINDING_2	cursor-specialist-correctness|cursor-specialist-edge-cases	accepted	NO	partially-true	minor	adequate	false	codex-validity	YES	true	major	adequate	false	codex-plan-fidelity	YES	true	minor	no-fix	false	codex-pragmatism	in_scope
FINDING_3	cursor-specialist-correctness|cursor-specialist-testing|codex-specialist-testing	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	adequate	false	codex-plan-fidelity	YES	true	minor	no-fix	false	codex-pragmatism	in_scope
FINDING_4	codex-specialist-correctness|codex-specialist-edge-cases	accepted	YES	true	major	good	false	codex-validity	NO	false-positive	nit	weak	false	codex-plan-fidelity	YES	true	major	no-fix	false	codex-pragmatism	in_scope
FINDING_5	codex-specialist-correctness	accepted	YES	true	major	good	false	codex-validity	NO	partially-true	minor	weak	false	codex-plan-fidelity	YES	true	major	no-fix	false	codex-pragmatism	in_scope
FINDING_6	codex-specialist-correctness|codex-specialist-testing|dyn-dyn-recovery-state	rejected	NO	partially-true	minor	good	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	minor	no-fix	false	codex-pragmatism	in_scope
FINDING_7	cursor-specialist-edge-cases|dyn-dyn-recovery-state	rejected	NO	true	minor	adequate	false	codex-validity	NO	partially-true	minor	adequate	false	codex-plan-fidelity	NO	partially-true	minor	no-fix	false	codex-pragmatism	in_scope
FINDING_8	codex-specialist-edge-cases	accepted	YES	true	major	good	false	codex-validity	YES	true	major	adequate	false	codex-plan-fidelity	NO	partially-true	major	no-fix	false	codex-pragmatism	in_scope
FINDING_9	cursor-specialist-testing	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	adequate	false	codex-plan-fidelity	YES	true	minor	no-fix	false	codex-pragmatism	in_scope
FINDING_10	cursor-specialist-testing	neutral	NO	partially-true	nit	good	false	codex-validity	YES	true	minor	adequate	false	codex-plan-fidelity	NO	true	minor	no-fix	false	codex-pragmatism	in_scope
FINDING_11	cursor-specialist-testing	neutral	YES	true	minor	good	false	codex-validity	NO	false-positive	nit	weak	false	codex-plan-fidelity	NO	true	minor	no-fix	false	codex-pragmatism	in_scope
FINDING_12	dyn-dyn-recovery-state	neutral	NO	true	nit	good	false	codex-validity	NO	partially-true	nit	weak	false	codex-plan-fidelity	YES	true	minor	no-fix	false	codex-pragmatism	in_scope
OOS_1	cursor-specialist-edge-cases	rejected	NO	partially-true	nit	adequate	false	codex-validity	NO	partially-true	nit	weak	false	codex-plan-fidelity	NO	partially-true	minor	no-fix	false	codex-pragmatism	oos
OOS_2	cursor-specialist-edge-cases|dyn-dyn-recovery-state	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	adequate	false	codex-plan-fidelity	YES	true	minor	no-fix	false	codex-pragmatism	oos
OOS_3	cursor-specialist-testing	rejected	NO	true	minor	good	false	codex-validity	NO	true	minor	adequate	false	codex-plan-fidelity	NO	true	minor	no-fix	false	codex-pragmatism	oos
OOS_4	cursor-specialist-testing	neutral	NO	true	nit	good	false	codex-validity	NO	true	nit	weak	false	codex-plan-fidelity	YES	true	nit	no-fix	false	codex-pragmatism	oos
OOS_5	cursor-specialist-testing	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	adequate	false	codex-plan-fidelity	YES	true	minor	no-fix	false	codex-pragmatism	oos
OOS_6	cursor-specialist-testing	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	adequate	false	codex-plan-fidelity	YES	true	minor	no-fix	false	codex-pragmatism	oos
OOS_7	dyn-dyn-recovery-state	rejected	NO	true	minor	no-fix	false	codex-validity	NO	true	nit	weak	false	codex-plan-fidelity	NO	true	minor	no-fix	false	codex-pragmatism	oos
