finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-correctness-output.txt|cursor-specialist-testing-output.txt|dyn-merge-log-path-output.txt|dyn-manifest-reconcile-output.txt	neutral	NO	partially-true	minor	good	false	cursor-validity	YES	true	major	excellent	false	cursor-plan-fidelity	NO	partially-true	minor	good	false	cursor-pragmatism	in_scope
FINDING_2	cursor-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt|cursor-specialist-testing-output.txt	neutral	NO	true	minor	adequate	false	cursor-validity	YES	true	major	good	false	cursor-plan-fidelity	NO	true	minor	good	false	cursor-pragmatism	in_scope
FINDING_3	cursor-specialist-correctness-output.txt|dyn-audit-tolerance-output.txt	rejected	NO	true	minor	adequate	false	cursor-validity	NO	true	minor	adequate	false	cursor-plan-fidelity	NO	true	minor	adequate	false	cursor-pragmatism	in_scope
FINDING_4	cursor-specialist-correctness-output.txt|cursor-specialist-testing-output.txt|dyn-merge-log-path-output.txt	accepted	YES	true	major	excellent	false	cursor-validity	YES	true	major	excellent	false	cursor-plan-fidelity	YES	true	major	excellent	false	cursor-pragmatism	in_scope
FINDING_5	cursor-specialist-correctness-output.txt	rejected	NO	true	nit	adequate	false	cursor-validity	NO	partially-true	minor	adequate	true	cursor-plan-fidelity	NO	partially-true	nit	adequate	true	cursor-pragmatism	in_scope
FINDING_6	cursor-specialist-correctness-output.txt	rejected	NO	true	nit	good	false	cursor-validity	NO	true	nit	good	false	cursor-plan-fidelity	NO	true	nit	good	false	cursor-pragmatism	oos
FINDING_7	cursor-specialist-edge-cases-output.txt|codex-generic-output.txt	rejected	NO	true	minor	good	false	cursor-validity	NO	true	minor	good	false	cursor-plan-fidelity	NO	true	minor	good	false	cursor-pragmatism	in_scope
FINDING_8	cursor-specialist-testing-output.txt	accepted	YES	true	major	excellent	false	cursor-validity	YES	true	major	excellent	false	cursor-plan-fidelity	YES	true	major	excellent	false	cursor-pragmatism	in_scope
FINDING_9	dyn-merge-log-path-output.txt	accepted	NO	partially-true	minor	good	false	cursor-validity	YES	true	major	good	false	cursor-plan-fidelity	YES	true	major	good	false	cursor-pragmatism	in_scope
FINDING_10	dyn-merge-log-path-output.txt	rejected	NO	partially-true	minor	adequate	false	cursor-validity	NO	partially-true	minor	adequate	false	cursor-plan-fidelity	NO	partially-true	minor	adequate	false	cursor-pragmatism	in_scope
FINDING_11	dyn-audit-tolerance-output.txt	rejected	NO	true	nit	adequate	false	cursor-validity	NO	true	minor	good	false	cursor-plan-fidelity	NO	true	nit	good	false	cursor-pragmatism	in_scope
FINDING_12	cursor-specialist-testing-output.txt	rejected	JUDGE_ERROR				true	cursor-validity	JUDGE_ERROR				true	cursor-plan-fidelity	NO	true	nit	weak	false	cursor-pragmatism	oos
FINDING_13	cursor-specialist-testing-output.txt	rejected	JUDGE_ERROR				true	cursor-validity	JUDGE_ERROR				true	cursor-plan-fidelity	NO	true	nit	weak	false	cursor-pragmatism	oos
FINDING_14	cursor-specialist-testing-output.txt	rejected	JUDGE_ERROR				true	cursor-validity	JUDGE_ERROR				true	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism	oos
FINDING_15	cursor-specialist-testing-output.txt	rejected	JUDGE_ERROR				true	cursor-validity	JUDGE_ERROR				true	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism	oos
FINDING_16	dyn-merge-log-path-output.txt	neutral	JUDGE_ERROR				true	cursor-validity	JUDGE_ERROR				true	cursor-plan-fidelity	YES	true	major	good	false	cursor-pragmatism	oos
FINDING_17	dyn-merge-log-path-output.txt	rejected	JUDGE_ERROR				true	cursor-validity	JUDGE_ERROR				true	cursor-plan-fidelity	NO	true	nit	no-fix	false	cursor-pragmatism	oos
FINDING_18	dyn-merge-log-path-output.txt	rejected	JUDGE_ERROR				true	cursor-validity	JUDGE_ERROR				true	cursor-plan-fidelity	NO	true	nit	no-fix	false	cursor-pragmatism	oos
FINDING_19	dyn-merge-log-path-output.txt	rejected	JUDGE_ERROR				true	cursor-validity	JUDGE_ERROR				true	cursor-plan-fidelity	NO	true	nit	no-fix	false	cursor-pragmatism	oos
FINDING_20	dyn-manifest-reconcile-output.txt	rejected	JUDGE_ERROR				true	cursor-validity	JUDGE_ERROR				true	cursor-plan-fidelity	NO	true	nit	no-fix	false	cursor-pragmatism	oos
FINDING_21	dyn-manifest-reconcile-output.txt	rejected	JUDGE_ERROR				true	cursor-validity	JUDGE_ERROR				true	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism	oos
FINDING_22	dyn-manifest-reconcile-output.txt	rejected	JUDGE_ERROR				true	cursor-validity	JUDGE_ERROR				true	cursor-plan-fidelity	NO	true	nit	weak	false	cursor-pragmatism	oos
FINDING_23	dyn-audit-tolerance-output.txt	rejected	JUDGE_ERROR				true	cursor-validity	JUDGE_ERROR				true	cursor-plan-fidelity	NO	true	nit	adequate	false	cursor-pragmatism	oos
FINDING_24	dyn-audit-tolerance-output.txt	rejected	JUDGE_ERROR				true	cursor-validity	JUDGE_ERROR				true	cursor-plan-fidelity	NO	true	nit	good	false	cursor-pragmatism	oos
