finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch, Cursor-Pragmatic	rejected	NO	false-positive	minor	weak	false	Claude	NO	false-positive	nit	weak	false	Codex	NO	partially-true	minor	good	false	Cursor	important
FINDING_2	Cursor-Innovation	neutral	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_3	Cursor-Innovation	neutral	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_4	Cursor-Innovation, Cursor-Requirements, Codex-Requirements	accepted	YES	true	minor	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_5	Cursor-Innovation	neutral	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_6	Codex-Innovation, Codex-Pragmatic	accepted	YES	true	major	good	false	Claude	YES	true	blocker	good	false	Codex	YES	true	blocker	excellent	false	Cursor	important
FINDING_7	Codex-Requirements	accepted	YES	true	minor	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_8	Codex-Requirements	accepted	YES	true	minor	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_9	Codex-dyn-output-contract-drift	accepted	YES	true	minor	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	blocker	excellent	false	Cursor	important
FINDING_10	Cursor-dyn-harness-stub-completeness	neutral	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	minor	good	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_11	Codex-Innovation	accepted	YES	true	minor	good	false	Claude	NO	true	minor	good	false	Codex	YES	true	minor	good	false	Cursor	important
FINDING_12	Codex-Pragmatic	neutral	YES	true	minor	good	false	Claude	NO	partially-true	nit	good	false	Codex	NO	partially-true	nit	adequate	false	Cursor	important
FINDING_13	Codex-Pragmatic	accepted	YES	true	minor	good	false	Claude	NO	partially-true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_14	Codex-dyn-harness-stub-completeness	accepted	YES	true	minor	good	false	Claude	NO	true	minor	good	false	Codex	YES	true	major	good	false	Cursor	important
OOS_1	Cursor-Innovation	rejected	NO	partially-true	nit	weak	false	Claude	NO	true	nit	adequate	false	Codex	NO	partially-true	nit	adequate	false	Cursor	latent
