finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_1	Cursor-Arch, Cursor-Innovation, Codex-Innovation, Cursor-Pragmatic, Cursor-dyn-sentinel-state-machine, Cursor-dyn-harness-fidelity, Cursor-dyn-contract-drift, Cursor-dyn-harness-fidelity	accepted	YES	partially-true	major	good	false	Claude	YES	partially-true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_2	Codex-Arch, Codex-Pragmatic, Codex-Edge, Codex-Innovation, Codex-dyn-sentinel-state-machine, Codex-dyn-contract-drift, Cursor-dyn-harness-fidelity	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_3	Codex-Edge, Codex-dyn-sentinel-state-machine	accepted	EXONERATE	false-positive	uncertain	weak	true	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_4	Cursor-Requirements, Codex-dyn-harness-fidelity	accepted	YES	true	major	good	false	Claude	YES	partially-true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_5	Codex-Requirements	exonerated	EXONERATE	true	minor	weak	false	Claude	EXONERATE	true	minor	weak	false	Codex	EXONERATE	partially-true	minor	adequate	false	Cursor
FINDING_6	Codex-dyn-sentinel-state-machine	accepted	YES	uncertain	minor	adequate	true	Claude	YES	partially-true	minor	adequate	true	Codex	EXONERATE	partially-true	minor	adequate	false	Cursor
FINDING_7	Cursor-dyn-harness-fidelity	accepted	EXONERATE	true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	minor	good	false	Cursor
FINDING_8	Cursor-dyn-harness-fidelity	accepted	YES	true		good	true	Claude	YES	true	minor	good	false	Codex	YES	true	minor	good	false	Cursor
FINDING_9	Codex-dyn-contract-drift	accepted	YES	uncertain	nit	good	true	Claude	YES	true	nit	good	false	Codex	YES	true	nit	excellent	false	Cursor
FINDING_10	Codex-dyn-contract-drift	accepted	YES	partially-true	nit	good	false	Claude	YES	partially-true	nit	good	false	Codex	YES	true	nit	excellent	false	Cursor
