archetype_name	focus_area	weight	findings_total	findings_accepted	findings_rejected	yield_ratio
structure	code-quality	1	9	2	1	0.222222
correctness	correctness	1	1	0	0	0.000000
testing	risk-integration	1	6	4	0	0.666667
security	security	1	2	0	0	0.000000
edge-cases	correctness	1	3	2	0	0.666667
plan-fidelity	architecture	1	2	2	0	1.000000
dyn-oos-flow	correctness	1	2	1	0	0.500000
dyn-shell-state	risk-integration	1	1	1	0	1.000000
dyn-python-parity	risk-integration	1	3	2	0	0.666667
dyn-public-redaction	security	1	2	0	0	0.000000
