finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-correctness-output.txt|codex-specialist-edge-cases-output.txt|dyn-dyn-gate-b-flow-output.txt|dyn-dyn-rubric-fallback-output.txt	neutral	NO	partially-true	minor	adequate	false	cursor-validity	YES	true	major	good	false	cursor-plan-fidelity	NO	partially-true	minor	good	false	cursor-pragmatism	in_scope
FINDING_2	cursor-specialist-correctness-output.txt	rejected	NO	true		good	true	cursor-validity	NO	true	nit	adequate	false	cursor-plan-fidelity	NO	true		adequate	true	cursor-pragmatism	in_scope
FINDING_3	codex-specialist-correctness-output.txt	rejected	NO	false-positive	minor	weak	false	cursor-validity	NO	partially-true	minor	good	false	cursor-plan-fidelity	NO	partially-true	minor	adequate	false	cursor-pragmatism	in_scope
FINDING_4	cursor-specialist-edge-cases-output.txt|cursor-specialist-testing-output.txt	accepted	YES	true	minor	excellent	false	cursor-validity	YES	true	minor	excellent	false	cursor-plan-fidelity	JUDGE_ERROR	true	nit	excellent	false	cursor-pragmatism	oos
FINDING_5	cursor-specialist-edge-cases-output.txt	rejected	NO	true	nit	adequate	false	cursor-validity	NO	true	nit	adequate	false	cursor-plan-fidelity	JUDGE_ERROR	true		adequate	true	cursor-pragmatism	oos
FINDING_6	cursor-specialist-edge-cases-output.txt|cursor-specialist-testing-output.txt|dyn-dyn-gate-b-flow-output.txt|dyn-dyn-rubric-fallback-output.txt	neutral	NO	true	nit	weak	false	cursor-validity	YES	true	minor	adequate	false	cursor-plan-fidelity	JUDGE_ERROR	uncertain		weak	true	cursor-pragmatism	oos
FINDING_7	cursor-specialist-testing-output.txt|dyn-dyn-gate-b-flow-output.txt	rejected	NO	true	nit	adequate	false	cursor-validity	NO	true	nit	adequate	false	cursor-plan-fidelity	JUDGE_ERROR	true	nit	adequate	false	cursor-pragmatism	oos
FINDING_8	dyn-dyn-gate-b-flow-output.txt	rejected	NO	partially-true	minor	adequate	false	cursor-validity	NO	true	minor	good	false	cursor-plan-fidelity	NO	true	minor	good	false	cursor-pragmatism	in_scope
FINDING_9	dyn-dyn-gate-b-flow-output.txt|dyn-dyn-rubric-fallback-output.txt	rejected	NO	true	minor	good	false	cursor-validity	NO	true	minor	good	false	cursor-plan-fidelity	NO	true	minor	good	false	cursor-pragmatism	in_scope
FINDING_10	dyn-dyn-gate-b-flow-output.txt	rejected	NO	true	nit	no-fix	false	cursor-validity	NO	true	nit	no-fix	false	cursor-plan-fidelity	JUDGE_ERROR	true		no-fix	true	cursor-pragmatism	oos
FINDING_11	dyn-dyn-rubric-fallback-output.txt	neutral	NO	true	nit	adequate	false	cursor-validity	YES	true	minor	good	false	cursor-plan-fidelity	JUDGE_ERROR	true		adequate	true	cursor-pragmatism	oos
FINDING_12	dyn-dyn-rubric-fallback-output.txt	rejected	NO	true	nit	no-fix	false	cursor-validity	NO	true	nit	no-fix	false	cursor-plan-fidelity	JUDGE_ERROR	true		no-fix	true	cursor-pragmatism	oos
