finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-correctness|codex-specialist-correctness|codex-specialist-edge-cases|codex-specialist-testing	accepted	YES	true	major	good	false	codex-validity	YES	partially-true	major	good	false	codex-plan-fidelity	NO	false-positive	minor	good	false	codex-pragmatism	in_scope
FINDING_2	cursor-specialist-correctness|cursor-specialist-edge-cases|dyn-dyn-signal-lifecycle	neutral	YES	true	major	good	false	codex-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	NO	false-positive	minor	good	false	codex-pragmatism	oos
FINDING_3	cursor-specialist-correctness|cursor-specialist-edge-cases|cursor-specialist-testing|codex-specialist-testing	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	in_scope
FINDING_4	cursor-specialist-correctness|cursor-specialist-edge-cases|dyn-dyn-signal-lifecycle	accepted	YES	true	major	good	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_5	codex-specialist-correctness	accepted	YES	true	major	good	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_6	cursor-specialist-edge-cases	accepted	YES	true	major	good	false	codex-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	in_scope
FINDING_7	codex-specialist-edge-cases|cursor-specialist-testing	rejected	NO	partially-true	minor	adequate	false	codex-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	NO	partially-true	major	good	false	codex-pragmatism	in_scope
FINDING_8	codex-specialist-testing	accepted	NO	false-positive	nit	good	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	in_scope
FINDING_9	cursor-specialist-testing	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	in_scope
OOS_1	cursor-specialist-correctness	rejected	NO	partially-true	nit	adequate	false	codex-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	NO	false-positive	nit	good	false	codex-pragmatism	oos
OOS_2	cursor-specialist-edge-cases	rejected	NO	false-positive	nit	adequate	false	codex-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	NO	false-positive	minor	good	false	codex-pragmatism	oos
OOS_3	cursor-specialist-edge-cases	rejected	NO	false-positive	nit	adequate	false	codex-validity	NO	false-positive	nit	good	false	codex-plan-fidelity	NO	false-positive	nit	good	false	codex-pragmatism	oos
OOS_4	cursor-specialist-testing	rejected	NO	partially-true	nit	adequate	false	codex-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	NO	false-positive	nit	good	false	codex-pragmatism	oos
OOS_5	dyn-dyn-signal-lifecycle	rejected	NO	partially-true	nit	adequate	false	codex-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	NO	false-positive	minor	good	false	codex-pragmatism	oos
OOS_6	dyn-dyn-signal-lifecycle	rejected	NO	partially-true	minor	adequate	false	codex-validity	NO	partially-true	minor	good	false	codex-plan-fidelity	NO	false-positive	minor	good	false	codex-pragmatism	oos
