round	tool	slot	label	accepted_count	rejected_count	total_count
1	cursor	correctness	cursor-specialist-correctness-output.txt	0	0	0
1	codex	correctness	codex-specialist-correctness-output.txt	0	0	0
1	cursor	edge-cases	cursor-specialist-edge-cases-output.txt	0	0	0
1	codex	edge-cases	codex-specialist-edge-cases-output.txt	0	1	1
1	cursor	testing	cursor-specialist-testing-output.txt	0	7	7
1	codex	testing	codex-specialist-testing-output.txt	0	1	1
1	cursor	dyn-optional-scope	dyn-optional-scope-output.txt	0	0	0
1	codex	dyn-optional-scope-codex	dyn-optional-scope-codex-output.txt	0	0	0
1	cursor	dyn-design-guidance	dyn-design-guidance-output.txt	0	0	0
1	codex	dyn-design-guidance-codex	dyn-design-guidance-codex-output.txt	0	0	0
