finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain
FINDING_1	cursor-specialist-structure-output.txt|cursor-specialist-testing-output.txt	neutral	EXONERATE	partially-true	nit	weak	false	NO	false-positive	nit	weak	false	YES	true	major	good	false
FINDING_10	cursor-specialist-security-output.txt|cursor-specialist-edge-cases-output.txt	exonerated	EXONERATE	partially-true	minor	weak	false	EXONERATE	true	major	weak	false	EXONERATE	true	minor	weak	false
FINDING_11	cursor-specialist-security-output.txt	exonerated	EXONERATE	false-positive	nit	weak	false	EXONERATE	true	minor	weak	false	EXONERATE	true	minor	adequate	false
FINDING_12	cursor-specialist-security-output.txt|cursor-specialist-edge-cases-output.txt	exonerated	EXONERATE	partially-true	minor	weak	false	EXONERATE	true	minor	weak	false	EXONERATE	true	minor	weak	false
FINDING_13	cursor-specialist-security-output.txt|cursor-specialist-edge-cases-output.txt|dyn-awk-diff-extraction-output.txt	accepted	YES	true	major	adequate	false	EXONERATE	true	minor	weak	false	YES	true	major	good	false
FINDING_14	cursor-specialist-security-output.txt	exonerated	JUDGE_ERROR				true	NO	partially-true	nit	no-fix	false	EXONERATE	true	minor	weak	false
FINDING_15	cursor-specialist-edge-cases-output.txt	exonerated	NO	false-positive	nit	weak	false	EXONERATE	true	minor	adequate	false	EXONERATE	true	minor	no-fix	false
FINDING_16	cursor-specialist-edge-cases-output.txt	exonerated	EXONERATE	partially-true	nit	weak	false	EXONERATE	partially-true	nit	adequate	false	EXONERATE	true	nit	adequate	false
FINDING_17	cursor-specialist-plan-fidelity-output.txt	exonerated	EXONERATE	true	nit	adequate	false	YES	true	major	adequate	false	EXONERATE	true	minor	adequate	false
FINDING_18	dyn-awk-diff-extraction-output.txt	exonerated	YES	true	nit	adequate	false	EXONERATE	true	nit	weak	false	EXONERATE	true	nit	adequate	false
FINDING_19	dyn-awk-diff-extraction-output.txt	rejected	JUDGE_ERROR				true	NO	false-positive	nit	no-fix	false	NO	false-positive	nit	no-fix	false
FINDING_2	cursor-specialist-correctness-output.txt	accepted	YES	true	minor	adequate	false	YES	true	minor	adequate	false	EXONERATE	true	minor	adequate	false
FINDING_20	dyn-awk-diff-extraction-output.txt	rejected	JUDGE_ERROR				true	NO	false-positive	nit	no-fix	false	NO	false-positive	nit	no-fix	false
FINDING_21	dyn-awk-diff-extraction-output.txt	neutral	JUDGE_ERROR				true	NO	false-positive	nit	no-fix	false	YES	partially-true	minor	adequate	false
FINDING_22	dyn-awk-diff-extraction-output.txt	rejected	JUDGE_ERROR				true	NO	false-positive	nit	no-fix	false	NO	false-positive	nit	no-fix	false
FINDING_23	dyn-awk-diff-extraction-output.txt	exonerated	JUDGE_ERROR				true	EXONERATE	true	nit	weak	false	EXONERATE	true	nit	weak	false
FINDING_3	cursor-specialist-correctness-output.txt	neutral	NO	false-positive	nit	weak	false	YES	true	minor	good	false	EXONERATE	partially-true	minor	adequate	false
FINDING_4	cursor-specialist-correctness-output.txt	rejected	NO	false-positive	nit	weak	false	NO	false-positive	nit	weak	false	EXONERATE	partially-true	minor	adequate	false
FINDING_5	cursor-specialist-correctness-output.txt|cursor-specialist-security-output.txt|cursor-specialist-edge-cases-output.txt	exonerated	JUDGE_ERROR				true	EXONERATE	partially-true	nit	adequate	false	YES	true	nit	adequate	false
FINDING_6	cursor-specialist-testing-output.txt|cursor-specialist-edge-cases-output.txt	accepted	JUDGE_ERROR				true	YES	true	minor	adequate	false	YES	true	minor	good	false
FINDING_7	cursor-specialist-testing-output.txt	accepted	YES	true	minor	adequate	false	YES	true	minor	adequate	false	EXONERATE	true	minor	good	false
FINDING_8	cursor-specialist-testing-output.txt	accepted	YES	true	nit	adequate	false	YES	true	minor	adequate	false	EXONERATE	true	minor	adequate	false
FINDING_9	cursor-specialist-testing-output.txt	neutral	YES	true	nit	good	false	NO	false-positive	nit	weak	false	EXONERATE	true	nit	adequate	false
