finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch	rejected	NO	false-positive	uncertain	good	false	Claude	NO	false-positive	nit	weak	false	Codex	NO	false-positive	minor	good	false	Cursor	important
FINDING_2	Codex-Arch	rejected	NO	false-positive	uncertain	good	false	Claude	NO	false-positive	nit	weak	false	Codex	NO	false-positive	minor	good	false	Cursor	important
FINDING_3	Cursor-Innovation	rejected	NO	false-positive	uncertain	good	false	Claude	NO	false-positive	nit	weak	false	Codex	NO	false-positive	minor	good	false	Cursor	important
FINDING_4	Codex-Innovation	rejected	NO	false-positive	uncertain	good	false	Claude	NO	false-positive	nit	weak	false	Codex	NO	false-positive	minor	good	false	Cursor	important
FINDING_5	Cursor-Pragmatic	rejected	NO	false-positive	uncertain	good	false	Claude	NO	false-positive	nit	weak	false	Codex	NO	false-positive	minor	good	false	Cursor	important
FINDING_6	Codex-Pragmatic	rejected	NO	false-positive	uncertain	good	false	Claude	NO	false-positive	nit	weak	false	Codex	NO	false-positive	minor	good	false	Cursor	important
FINDING_7	Cursor-Requirements	rejected	NO	false-positive	uncertain	good	false	Claude	NO	false-positive	nit	weak	false	Codex	NO	false-positive	minor	good	false	Cursor	important
FINDING_8	Codex-Requirements	rejected	NO	false-positive	uncertain	good	false	Claude	NO	false-positive	nit	weak	false	Codex	NO	false-positive	minor	good	false	Cursor	important
FINDING_9	Codex-dyn-Semantics Guard	rejected	NO	false-positive	minor	adequate	true	Claude	NO	false-positive	nit	adequate	false	Codex	NO	false-positive	minor	adequate	false	Cursor	important
FINDING_10	Codex-dyn-Semantics Guard	rejected	NO	partially-true	nit	good	false	Claude	NO	partially-true	nit	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	nit
