finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch	accepted	NO	false-positive	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_2	Cursor-Arch	accepted	NO	false-positive	blocker	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	partially-true	major	excellent	false	Cursor	important
FINDING_3	Cursor-Arch	accepted	NO	false-positive	major	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_4	Cursor-Arch	accepted	NO	false-positive	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_5	Cursor-Arch	accepted	NO	false-positive	blocker	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_6	Cursor-Arch	accepted	NO	false-positive	minor	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_7	Cursor-Arch	accepted	NO	false-positive	minor	adequate	false	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_8	Codex-Arch	accepted	NO	false-positive	major	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_9	Codex-Arch	accepted	NO	false-positive	blocker	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_10	Codex-Arch	neutral	NO	false-positive	nit	adequate	false	Claude	NO	true	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_11	Cursor-Innovation	accepted	NO	false-positive	major	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_12	Cursor-Innovation	accepted	NO	false-positive	major	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_13	Cursor-Innovation	rejected	NO	false-positive	minor	weak	false	Claude	NO	partially-true	minor	weak	false	Codex	NO	true	major	weak	false	Cursor	important
FINDING_14	Cursor-Innovation	neutral	NO	false-positive	major	excellent	false	Claude	NO	false-positive	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_15	Codex-Innovation	accepted	NO	false-positive	blocker	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_16	Codex-Innovation	accepted	NO	false-positive	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_17	Codex-Innovation	neutral	NO	partially-true	nit	weak	false	Claude	NO	false-positive	minor	adequate	false	Codex	YES	true	minor	good	false	Cursor	important
FINDING_18	Cursor-Pragmatic	accepted	NO	false-positive	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking
FINDING_19	Codex-Pragmatic	accepted	NO	false-positive	blocker	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_20	Codex-Pragmatic	accepted	NO	false-positive	major	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_21	Codex-Pragmatic	neutral	NO	false-positive	nit	adequate	false	Claude	NO	true	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_22	Cursor-Requirements	accepted	NO	false-positive	major	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_23	Codex-Requirements	accepted	NO	false-positive	blocker	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important
