finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Cursor-Arch, Cursor-Requirements	accepted	NO	partially-true	minor	adequate	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	excellent	false	codex-pragmatism	major	in_scope
FINDING_2	Codex-Arch, Codex-Innovation, Cursor-Pragmatic, Codex-Pragmatic	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	minor	in_scope
FINDING_3	Cursor-Innovation	accepted	YES	true	major	good	false	codex-validity	YES	true	major	excellent	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	major	in_scope
FINDING_4	Cursor-Pragmatic	accepted	YES	true	minor	good	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	minor	good	false	codex-pragmatism	major	in_scope
FINDING_5	Cursor-Innovation, Cursor-Requirements	accepted	YES	true	minor	good	false	codex-validity	YES	true	minor	excellent	false	codex-plan-fidelity	NO	partially-true	minor	good	false	codex-pragmatism	minor	in_scope
FINDING_6	Cursor-dyn-Coverage Provenance Auditor	accepted	YES	true	major	good	false	codex-validity	YES	true	major	good	false	codex-plan-fidelity	YES	true	major	good	false	codex-pragmatism	major	in_scope
FINDING_7	Cursor-Arch	rejected	NO	partially-true	nit	good	false	codex-validity	NO	true	nit	good	false	codex-plan-fidelity	NO	partially-true	minor	good	false	codex-pragmatism	minor	in_scope
FINDING_8	Cursor-Innovation	rejected	NO	partially-true	nit	good	false	codex-validity	NO	true	nit	good	false	codex-plan-fidelity	NO	partially-true	minor	good	false	codex-pragmatism	minor	in_scope
OOS_1	Cursor-Arch	accepted	YES	true	minor	adequate	false	codex-validity	YES	true	minor	adequate	false	codex-plan-fidelity	YES	true	minor	adequate	false	codex-pragmatism	minor	oos
OOS_2	Cursor-Innovation	accepted	YES	true	minor	adequate	false	codex-validity	YES	true	minor	adequate	false	codex-plan-fidelity	YES	true	minor	adequate	false	codex-pragmatism	minor	oos
OOS_3	Cursor-Innovation	accepted	NO	partially-true	nit	weak	false	codex-validity	YES	true	minor	adequate	false	codex-plan-fidelity	YES	true	minor	adequate	false	codex-pragmatism	minor	oos
OOS_4	Cursor-Pragmatic	accepted	YES	true	minor	adequate	false	codex-validity	YES	true	minor	adequate	false	codex-plan-fidelity	YES	true	minor	adequate	false	codex-pragmatism	minor	oos
OOS_5	Cursor-dyn-Coverage Provenance Auditor	rejected	NO	partially-true	nit	good	false	codex-validity	NO	true	nit	good	false	codex-plan-fidelity	NO	true	minor	good	false	codex-pragmatism	minor	oos
