finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain
FINDING_1	cursor-specialist-structure-output.txt|cursor-specialist-correctness-output.txt|cursor-specialist-testing-output.txt|cursor-specialist-edge-cases-output.txt|dyn-git-add-scope-output.txt	accepted	YES	true	major	good	false	YES	true	major	good	false	YES	true	minor	good	false
FINDING_10	cursor-specialist-testing-output.txt|cursor-specialist-plan-fidelity-output.txt|dyn-test-fixture-validity-output.txt	accepted	YES	true	minor	good	false	YES	true	minor	excellent	false	YES	true	minor	excellent	false
FINDING_11	dyn-test-fixture-validity-output.txt	rejected	NO	false-positive	uncertain	uncertain	true	NO	false-positive	nit	adequate	false	NO	false-positive	uncertain	uncertain	true
FINDING_12	dyn-test-fixture-validity-output.txt	accepted	YES	true	nit	adequate	false	YES	true	minor	excellent	false	YES	true	minor	good	false
FINDING_13	cursor-specialist-testing-output.txt	accepted	YES	true	nit	adequate	false	YES	true	minor	good	false	YES	true	minor	good	false
FINDING_14	cursor-specialist-testing-output.txt	exonerated	EXONERATE	true	nit	adequate	false	EXONERATE	true	nit	adequate	false	EXONERATE	true	minor	adequate	false
FINDING_15	cursor-specialist-security-output.txt	exonerated	EXONERATE	partially-true	minor	weak	false	EXONERATE	partially-true	nit	weak	false	EXONERATE	partially-true	minor	weak	false
FINDING_16	cursor-specialist-edge-cases-output.txt	exonerated	EXONERATE	true	nit	adequate	false	EXONERATE	partially-true	nit	adequate	false	EXONERATE	partially-true	nit	adequate	false
FINDING_2	cursor-specialist-structure-output.txt|cursor-specialist-correctness-output.txt|cursor-specialist-testing-output.txt|cursor-specialist-edge-cases-output.txt|cursor-specialist-plan-fidelity-output.txt|dyn-git-add-scope-output.txt	accepted	YES	true	major	good	false	EXONERATE	true	minor	adequate	false	YES	true	major	good	false
FINDING_3	cursor-specialist-structure-output.txt|cursor-specialist-correctness-output.txt|cursor-specialist-testing-output.txt|cursor-specialist-edge-cases-output.txt|cursor-specialist-plan-fidelity-output.txt	exonerated	EXONERATE	true	minor	adequate	false	YES	true	major	good	false	EXONERATE	true	minor	adequate	false
FINDING_4	cursor-specialist-structure-output.txt|cursor-specialist-correctness-output.txt|cursor-specialist-testing-output.txt|cursor-specialist-edge-cases-output.txt|dyn-git-add-scope-output.txt	accepted	EXONERATE	true	minor	good	false	YES	true	major	excellent	false	YES	true	major	excellent	false
FINDING_5	cursor-specialist-structure-output.txt|cursor-specialist-edge-cases-output.txt	exonerated	YES	true	minor	adequate	false	EXONERATE	true	nit	adequate	false	EXONERATE	true	minor	adequate	false
FINDING_6	cursor-specialist-structure-output.txt|cursor-specialist-edge-cases-output.txt|dyn-git-add-scope-output.txt	exonerated	YES	true	minor	adequate	false	EXONERATE	true	nit	adequate	false	EXONERATE	partially-true	minor	adequate	false
FINDING_7	dyn-git-add-scope-output.txt	exonerated	YES	true	minor	adequate	false	EXONERATE	partially-true	nit	adequate	false	EXONERATE	partially-true	minor	good	false
FINDING_8	cursor-specialist-structure-output.txt|cursor-specialist-edge-cases-output.txt	accepted	YES	true	nit	adequate	false	YES	partially-true	nit	good	false	YES	true	nit	good	false
FINDING_9	cursor-specialist-correctness-output.txt|cursor-specialist-testing-output.txt	accepted	YES	true	nit	adequate	false	EXONERATE	partially-true	nit	good	false	YES	true	nit	good	false
OOS_1	cursor-specialist-correctness-output.txt	accepted	YES	true	minor	adequate	false	YES	true	minor	adequate	false	YES	true	minor	good	false
OOS_2	dyn-git-add-scope-output.txt	rejected	NO	false-positive	nit	no-fix	false	NO	true	nit	no-fix	false	NO	true	nit	no-fix	false
OOS_3	dyn-git-add-scope-output.txt	rejected	NO	false-positive	nit	no-fix	false	NO	true	nit	no-fix	false	NO	true	nit	no-fix	false
OOS_4	dyn-git-add-scope-output.txt	rejected	YES	true	nit	weak	true	NO	true	nit	no-fix	false	NO	true	nit	no-fix	false
OOS_5	dyn-git-add-scope-output.txt	rejected	NO	false-positive	nit	no-fix	false	NO	true	nit	no-fix	false	NO	true	nit	no-fix	false
