finding_id	reviewer_slots	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	scope
FINDING_1	cursor-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt	rejected	NO	true	minor	good	false	cursor-validity	NO	true	minor	good	false	cursor-plan-fidelity	NO	true	minor	good	false	cursor-pragmatism	in_scope
FINDING_2	cursor-specialist-correctness-output.txt|cursor-specialist-edge-cases-output.txt	rejected	NO	true	major	good	false	cursor-validity	NO	true	major	good	false	cursor-plan-fidelity	NO	true	minor	good	false	cursor-pragmatism	in_scope
FINDING_3	cursor-specialist-correctness-output.txt	neutral	NO	true	nit	adequate	false	cursor-validity	YES	true	major	adequate	false	cursor-plan-fidelity	NO	partially-true	nit	adequate	false	cursor-pragmatism	in_scope
FINDING_4	cursor-specialist-correctness-output.txt	rejected	NO	true		adequate	true	cursor-validity	NO	true		adequate	true	cursor-plan-fidelity	NO	true		adequate	true	cursor-pragmatism	in_scope
FINDING_5	cursor-specialist-correctness-output.txt	accepted	YES	true	minor	good	false	cursor-validity	YES	true	minor	good	false	cursor-plan-fidelity	NO	true	nit	good	false	cursor-pragmatism	oos
FINDING_6	cursor-specialist-correctness-output.txt	rejected	NO	true	nit	adequate	false	cursor-validity	NO	true		good	true	cursor-plan-fidelity	NO	true		good	true	cursor-pragmatism	oos
FINDING_7	cursor-specialist-correctness-output.txt	rejected	NO	true		adequate	true	cursor-validity	NO	true		adequate	true	cursor-plan-fidelity	NO	true		adequate	true	cursor-pragmatism	oos
FINDING_8	cursor-specialist-edge-cases-output.txt	rejected	NO	partially-true		good	true	cursor-validity	NO	partially-true		good	true	cursor-plan-fidelity	NO	true		good	true	cursor-pragmatism	in_scope
FINDING_9	codex-specialist-edge-cases-output.txt	rejected	NO	partially-true	major	good	false	cursor-validity	NO	partially-true	major	good	true	cursor-plan-fidelity	NO	partially-true	major	good	true	cursor-pragmatism	in_scope
FINDING_10	cursor-specialist-edge-cases-output.txt|cursor-specialist-testing-output.txt|dyn-quiet-stdout-output.txt	accepted	YES	true	major	excellent	false	cursor-validity	YES	true	major	good	false	cursor-plan-fidelity	YES	true	major	good	false	cursor-pragmatism	oos
FINDING_11	cursor-specialist-edge-cases-output.txt	rejected	NO	false-positive	nit	no-fix	false	cursor-validity	NO	true	nit	adequate	false	cursor-plan-fidelity	NO	true	nit	weak	false	cursor-pragmatism	oos
FINDING_12	dyn-quiet-stdout-output.txt	rejected	NO	true	minor	good	false	cursor-validity	NO	true	minor	excellent	false	cursor-plan-fidelity	NO	true	minor	excellent	false	cursor-pragmatism	in_scope
FINDING_13	dyn-quiet-stdout-output.txt	rejected	NO	partially-true		adequate	true	cursor-validity	NO	true		adequate	true	cursor-plan-fidelity	NO	true		adequate	true	cursor-pragmatism	oos
FINDING_14	dyn-quiet-stdout-output.txt	rejected	NO	true		adequate	true	cursor-validity	NO	true		adequate	true	cursor-plan-fidelity	NO	true		adequate	true	cursor-pragmatism	oos
