finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool
FINDING_1	Cursor-Arch, Codex-Edge, Cursor-Pragmatic, Cursor-Innovation	accepted	YES	true	major	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_2	Codex-Arch, Cursor-Edge, Codex-Innovation, Codex-Pragmatic	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_3	Codex-Arch	exonerated	EXONERATE	partially-true	minor	adequate	false	Claude	EXONERATE	partially-true	minor	adequate	false	Codex	EXONERATE	partially-true	minor	adequate	false	Cursor
FINDING_4	Codex-Arch, Codex-Edge, Codex-Innovation, Codex-Pragmatic, Cursor-dyn-test-fixture-version-boundary, Codex-dyn-test-fixture-version-boundary	accepted	YES	true	major	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_5	Codex-Arch, Codex-Edge, Codex-Pragmatic, Codex-Requirements, Cursor-dyn-mtime-sort-secondary-key, Codex-dyn-mtime-sort-secondary-key	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_6	Codex-Innovation, Cursor-Requirements, Codex-Requirements	accepted	YES	true	minor	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor
FINDING_7	Codex-Requirements	exonerated	EXONERATE	partially-true	minor	weak	true	Claude	YES	true	minor	adequate	false	Codex	EXONERATE	true	minor	good	false	Cursor
FINDING_8	Codex-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	partially-true	minor	good	true	Cursor
FINDING_9	Codex-dyn-test-fixture-version-boundary	accepted	YES	true	major	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor
FINDING_10	Cursor-dyn-stat-stub-completeness, Codex-dyn-stat-stub-completeness	accepted	YES	true	major	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor
