finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity	scope
FINDING_1	Cursor-Arch, Cursor-dyn-Duplicate Worker Boundary	accepted	YES	true	major	excellent	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_2	Cursor-Innovation	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_3	Cursor-Innovation	accepted	NO	true	minor	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important	in_scope
FINDING_4	Cursor-Pragmatic	accepted	YES	true	major	adequate	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_5	Cursor-Requirements	accepted	YES	partially-true	major	good	true	Claude	NO	partially-true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_6	Cursor-Requirements, Cursor-dyn-Ci Startup Correctness	accepted	YES	true	major	good	false	Claude	YES	true	major	excellent	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_7	Cursor-Requirements, Cursor-dyn-Ci Startup Correctness	accepted	NO	true	minor	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	in_scope
FINDING_8	Cursor-Requirements	rejected	NO	partially-true		weak	true	Claude	NO	false-positive	nit	weak	false	Codex	NO	partially-true	nit	adequate	false	Cursor	latent	in_scope
OOS_1	Cursor-Arch	accepted	YES	true		good	true	Claude	NO	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important	oos
OOS_2	Cursor-Innovation	rejected	NO	true	nit	no-fix	false	Claude	NO	true	nit	adequate	false	Codex	NO	true	nit	adequate	false	Cursor	nit	oos
