finding_id	finding_reviewers	voting_result	v1_vote	v1_correctness	v1_severity	v1_quality	v1_uncertain	v1_tool	v2_vote	v2_correctness	v2_severity	v2_quality	v2_uncertain	v2_tool	v3_vote	v3_correctness	v3_severity	v3_quality	v3_uncertain	v3_tool	body_severity
FINDING_1	Cursor-Arch, Cursor-Pragmatic, Codex-Requirements, Cursor-dyn-wire-contract-auditor	accepted	YES	true	blocker	excellent	false	Claude	YES	true	blocker	good	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking
FINDING_2	Codex-dyn-wire-contract-auditor	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	NO	true	minor	good	false	Cursor	important
FINDING_3	Codex-Arch, Codex-Innovation, Cursor-Innovation, Codex-Pragmatic, Codex-Requirements, Cursor-Pragmatic, Codex-dyn-migration-scope-guard, Codex-dyn-security-env-safety	accepted	YES	true	blocker	excellent	false	Claude	YES	partially-true	blocker	good	false	Codex	YES	true	blocker	excellent	false	Cursor	blocking
FINDING_4	Cursor-Innovation	accepted	YES	true	major	good	false	Claude	YES	true	major	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_5	Cursor-dyn-wire-contract-auditor	accepted	YES	true	major	adequate	false	Claude	YES	true	major	adequate	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_6	Cursor-Pragmatic, Cursor-Requirements, Codex-Requirements	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_7	Cursor-Pragmatic	neutral	NO	partially-true	minor	good	false	Claude	YES	true	major	good	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important
FINDING_8	Codex-Requirements	accepted	YES	true	minor	good	false	Claude	YES	true	major	good	false	Codex	NO	true	minor	adequate	false	Cursor	important
FINDING_9	Cursor-dyn-wire-contract-auditor	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_10	Cursor-dyn-wire-contract-auditor	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_11	Cursor-dyn-wire-contract-auditor	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_12	Cursor-dyn-wire-contract-auditor, Codex-dyn-wire-contract-auditor	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_13	Codex-dyn-wire-contract-auditor	accepted	YES	true	major	good	false	Claude	YES	true	major	good	false	Codex	YES	true	major	good	false	Cursor	important
FINDING_14	Cursor-dyn-migration-scope-guard	accepted	YES	true	major	excellent	false	Claude	YES	true	major	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_15	Cursor-dyn-migration-scope-guard	rejected	NO	partially-true	minor	adequate	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	true	minor	adequate	false	Cursor	important
FINDING_16	Cursor-dyn-migration-scope-guard	rejected	NO	partially-true	minor	good	false	Claude	NO	partially-true	minor	adequate	false	Codex	NO	partially-true	minor	adequate	false	Cursor	important
FINDING_17	Cursor-dyn-security-env-safety	rejected	NO	partially-true	major	good	false	Claude	NO	partially-true	major	good	false	Codex	NO	partially-true	major	good	false	Cursor	blocking
FINDING_18	Cursor-dyn-migration-scope-guard	accepted	NO	partially-true	minor	adequate	true	Claude	YES	true	minor	good	false	Codex	YES	true	major	excellent	false	Cursor	important
FINDING_19	Cursor-dyn-migration-scope-guard	accepted	YES	true	major	good	false	Claude	NO	partially-true	minor	adequate	false	Codex	YES	true	major	excellent	false	Cursor	important
OOS_1	Cursor-Pragmatic	rejected	NO	partially-true	nit	adequate	false	Claude	NO	partially-true	nit	no-fix	false	Codex	NO	true		adequate	true	Cursor	latent
OOS_2	Cursor-dyn-wire-contract-auditor	neutral	NO	true	minor	adequate	false	Claude	NO	true	major	adequate	false	Codex	YES	true		good	true	Cursor	latent
OOS_3	Cursor-dyn-migration-scope-guard	rejected	NO	true	nit	weak	false	Claude	NO	partially-true	nit	no-fix	false	Codex	NO	true		weak	true	Cursor	latent
